id,start_ver,end_ver,num,days,lambda,total_num,CDF
3211,16,663,63,30,0.003088235,552036,0.622643808
5583,10,427,63,30,0.003088235,552099,0.622714866
2888,6,64,63,30,0.003088235,552162,0.622785924
4118,543,219,63,30,0.003088235,552225,0.622856982
4277,522,475,63,30,0.003088235,552288,0.62292804
3955,379,588,63,30,0.003088235,552351,0.622999098
3956,562,582,63,30,0.003088235,552414,0.623070156
3093,11,394,63,30,0.003088235,552477,0.623141214
4214,131,236,63,30,0.003088235,552540,0.623212272
4929,56,302,62,30,0.003039216,552602,0.623282202
2914,582,141,62,30,0.003039216,552664,0.623352132
6449,68,609,62,30,0.003039216,552726,0.623422062
4226,236,95,62,30,0.003039216,552788,0.623491992
4187,56,473,62,30,0.003039216,552850,0.623561922
3709,310,31,62,30,0.003039216,552912,0.623631852
3302,32,475,62,30,0.003039216,552974,0.623701782
4539,335,392,62,30,0.003039216,553036,0.623771712
3996,295,219,62,30,0.003039216,553098,0.623841642
4025,479,50,62,30,0.003039216,553160,0.623911572
3887,224,22,62,30,0.003039216,553222,0.623981502
5918,131,14,62,30,0.003039216,553284,0.624051432
4849,328,224,62,30,0.003039216,553346,0.624121363
2080,33,311,62,30,0.003039216,553408,0.624191293
4724,158,380,61,30,0.002990196,553469,0.624260095
5261,13,32,61,30,0.002990196,553530,0.624328897
4156,394,596,61,30,0.002990196,553591,0.624397699
3621,311,264,61,30,0.002990196,553652,0.624466501
3751,33,307,61,30,0.002990196,553713,0.624535303
3199,439,314,61,30,0.002990196,553774,0.624604106
3155,367,443,61,30,0.002990196,553835,0.624672908
4452,443,242,61,30,0.002990196,553896,0.62474171
3686,236,3,61,30,0.002990196,553957,0.624810512
3352,663,334,61,30,0.002990196,554018,0.624879314
3698,311,130,61,30,0.002990196,554079,0.624948116
4001,313,34,61,30,0.002990196,554140,0.625016919
3844,16,265,60,30,0.002941176,554200,0.625084593
2844,193,196,60,30,0.002941176,554260,0.625152267
2675,9,463,60,30,0.002941176,554320,0.625219941
4222,380,307,60,30,0.002941176,554380,0.625287616
4253,84,131,60,30,0.002941176,554440,0.62535529
3676,582,54,60,30,0.002941176,554500,0.625422964
5073,348,394,60,30,0.002941176,554560,0.625490638
5033,230,414,60,30,0.002941176,554620,0.625558313
3658,80,97,60,30,0.002941176,554680,0.625625987
2887,328,314,59,30,0.002892157,554739,0.625692533
2932,393,77,59,30,0.002892157,554798,0.62575908
4395,674,95,59,30,0.002892157,554857,0.625825626
1521,32,334,59,30,0.002892157,554916,0.625892172
5030,354,50,59,30,0.002892157,554975,0.625958719
3133,105,64,59,30,0.002892157,555034,0.626025265
5544,130,25,59,30,0.002892157,555093,0.626091811
3464,77,56,59,30,0.002892157,555152,0.626158358
2499,16,354,59,30,0.002892157,555211,0.626224904
3786,501,394,59,30,0.002892157,555270,0.62629145
3208,582,56,59,30,0.002892157,555329,0.626357997
4834,3,347,59,30,0.002892157,555388,0.626424543
4232,394,107,59,30,0.002892157,555447,0.62649109
4002,10,609,58,30,0.002843137,555505,0.626556508
3695,532,311,58,30,0.002843137,555563,0.626621926
5485,354,295,58,30,0.002843137,555621,0.626687345
1685,313,443,58,30,0.002843137,555679,0.626752763
4591,219,68,58,30,0.002843137,555737,0.626818182
3780,302,68,58,30,0.002843137,555795,0.6268836
2455,397,311,58,30,0.002843137,555853,0.626949019
2806,280,264,58,30,0.002843137,555911,0.627014437
6398,522,170,58,30,0.002843137,555969,0.627079856
2835,393,230,58,30,0.002843137,556027,0.627145274
4397,95,471,58,30,0.002843137,556085,0.627210693
3372,473,596,58,30,0.002843137,556143,0.627276111
4328,6,632,58,30,0.002843137,556201,0.627341529
5186,596,347,58,30,0.002843137,556259,0.627406948
5388,552,33,57,30,0.002794118,556316,0.627471238
5389,204,310,57,30,0.002794118,556373,0.627535529
4419,12,224,57,30,0.002794118,556430,0.62759982
5567,236,242,57,30,0.002794118,556487,0.62766411
4832,463,131,57,30,0.002794118,556544,0.627728401
4943,596,522,57,30,0.002794118,556601,0.627792691
3301,6,311,57,30,0.002794118,556658,0.627856982
3499,26,107,57,30,0.002794118,556715,0.627921272
5527,414,609,57,30,0.002794118,556772,0.627985563
5459,463,588,57,30,0.002794118,556829,0.628049853
5188,347,16,57,30,0.002794118,556886,0.628114144
4356,498,68,57,30,0.002794118,556943,0.628178434
4710,130,393,57,30,0.002794118,557000,0.628242725
4736,335,560,57,30,0.002794118,557057,0.628307016
4595,328,16,57,30,0.002794118,557114,0.628371306
4593,535,313,57,30,0.002794118,557171,0.628435597
5285,131,532,56,30,0.002745098,557227,0.628498759
4270,26,558,56,30,0.002745098,557283,0.628561922
3535,532,274,56,30,0.002745098,557339,0.628625085
3530,310,663,56,30,0.002745098,557395,0.628688247
4117,502,380,56,30,0.002745098,557451,0.62875141
3525,16,471,56,30,0.002745098,557507,0.628814573
4883,463,331,56,30,0.002745098,557563,0.628877735
3156,236,158,56,30,0.002745098,557619,0.628940898
5768,224,708,56,30,0.002745098,557675,0.62900406
4900,16,22,56,30,0.002745098,557731,0.629067223
4003,16,50,56,30,0.002745098,557787,0.629130386
3369,638,16,56,30,0.002745098,557843,0.629193548
7032,514,596,56,30,0.002745098,557899,0.629256711
7299,124,27,56,30,0.002745098,557955,0.629319874
2867,498,230,55,30,0.002696078,558010,0.629381908
5776,535,385,55,30,0.002696078,558065,0.629443943
5119,473,280,55,30,0.002696078,558120,0.629505978
