id,neighbor,inner_edge_ids,primary_edge_ids,vertexes,final_inner_edges,polyline
0,"[1,7]","[70, 77, 79, 80, 81, 299, 301]","[57, 0, 58, 21]","[0,1,6,5]","[0, 1, 2, 37, 38, 39, 40, 41, 87, 88, 89, 90, 192, 193, 203, 204, 205, 206, 207, 228, 229, 703, 704, 705, 706, 739, 740, 745, 746, 747, 748, 749, 750, 751, 752, 1637, 1638, 1639, 1640, 1643, 1644, 1645, 1646]","[[110.266378, 20.011587], [110.266489, 20.011762], [110.266497, 20.012036], [110.266502, 20.012951], [110.266502, 20.013338], [110.266489, 20.014397], [110.26648, 20.015356], [110.26648, 20.015534], [110.26648, 20.01579], [110.26648, 20.017088], [110.26648, 20.017478], [110.266476, 20.01822], [110.266476, 20.019353], [110.266467, 20.01941], [110.266445, 20.020343], [110.26626, 20.022994], [110.26626, 20.022994], [110.266411, 20.02293], [110.269219, 20.022869], [110.270048, 20.022795], [110.270369, 20.022743], [110.270482, 20.022721], [110.271128, 20.022548], [110.272023, 20.022244], [110.272205, 20.022183], [110.273898, 20.021597], [110.275013, 20.021233], [110.275981, 20.020959], [110.276558, 20.020816], [110.277682, 20.020582], [110.280152, 20.020091], [110.28076, 20.019961], [110.281267, 20.019852], [110.282036, 20.019701], [110.282595, 20.019632], [110.282595, 20.019632], [110.282526, 20.019588], [110.282405, 20.018889], [110.282352, 20.018563], [110.282305, 20.01832], [110.282105, 20.017496], [110.281992, 20.017088], [110.281905, 20.016788], [110.281801, 20.016376], [110.281762, 20.016246], [110.281541, 20.015343], [110.281445, 20.015], [110.28138, 20.014727], [110.281332, 20.014397], [110.281334, 20.013397], [110.281334, 20.013397], [110.28076, 20.013381], [110.279345, 20.013247], [110.278238, 20.01316], [110.274232, 20.012908], [110.273663, 20.012839], [110.273663, 20.012839], [110.27355, 20.012865], [110.273433, 20.012865], [110.272799, 20.012782], [110.269957, 20.012222], [110.269848, 20.012174], [110.26967, 20.012135], [110.269501, 20.012101], [110.26885, 20.011988], [110.268416, 20.011931], [110.267865, 20.011875], [110.266378, 20.011587]]"
1,"[0,2,9]","[76, 78, 82, 83, 84, 85]","[65, 1, 66, 20]","[1,2,7,6]","[3, 4, 5, 6, 7, 35, 36, 42, 43, 44, 45, 85, 86, 206, 207, 228, 229, 230, 231, 248, 249, 737, 738, 741, 742, 743, 744, 753, 754, 755, 756, 757, 758, 759, 760, 761, 762, 763, 764, 765, 766, 767, 768]","[[110.281334, 20.013397], [110.281415, 20.013546], [110.281437, 20.014397], [110.281463, 20.014614], [110.28151, 20.014905], [110.281693, 20.015543], [110.281858, 20.016228], [110.282083, 20.017088], [110.282196, 20.017496], [110.282391, 20.018294], [110.282457, 20.018542], [110.282595, 20.019632], [110.282595, 20.019632], [110.282639, 20.019566], [110.283815, 20.019171], [110.284557, 20.018928], [110.285052, 20.018785], [110.285651, 20.01865], [110.285747, 20.018633], [110.286246, 20.018563], [110.28648, 20.018563], [110.286849, 20.018585], [110.287118, 20.01862], [110.287439, 20.018702], [110.28773, 20.018785], [110.288008, 20.018889], [110.28839, 20.019063], [110.288893, 20.01931], [110.288997, 20.019362], [110.289423, 20.019566], [110.289926, 20.019813], [110.29026, 20.019952], [110.290829, 20.020135], [110.291033, 20.020195], [110.291567, 20.020343], [110.292383, 20.020538], [110.292678, 20.020612], [110.293073, 20.020703], [110.294359, 20.021103], [110.294359, 20.021103], [110.294288, 20.020964], [110.294284, 20.020291], [110.294284, 20.019722], [110.294284, 20.019631], [110.294288, 20.018876], [110.294293, 20.018142], [110.294284, 20.017595], [110.294301, 20.017088], [110.294306, 20.016897], [110.294306, 20.016719], [110.294306, 20.016476], [110.294306, 20.016141], [110.29431, 20.015321], [110.294314, 20.015004], [110.294314, 20.014683], [110.294314, 20.014453], [110.29438, 20.01319], [110.29438, 20.01319], [110.294371, 20.01326], [110.291345, 20.013138], [110.288885, 20.013047], [110.288416, 20.013047], [110.287643, 20.013112], [110.286814, 20.013264], [110.285421, 20.013555], [110.284996, 20.013628], [110.284648, 20.013672], [110.28385, 20.013702], [110.281334, 20.013397]]"
2,"[1,3,4,11,13]","[0, 7, 8, 12, 23, 96, 97, 98, 99, 100, 101, 102, 103, 104, 176, 177, 178, 179, 183, 209, 244, 245, 246, 247, 248, 249, 251, 320, 326, 334]","[73, 2, 74, 25, 18, 19]","[2,3,9,8,33,7]","[8, 9, 10, 11, 12, 13, 14, 15, 16, 30, 31, 32, 33, 34, 46, 47, 48, 49, 50, 51, 52, 53, 77, 78, 79, 80, 81, 82, 83, 84, 91, 92, 113, 114, 230, 231, 248, 249, 250, 251, 252, 253, 254, 273, 274, 275, 276, 277, 278, 279, 381, 382, 383, 384, 409, 410, 411, 412, 413, 414, 415, 416, 431, 432, 433, 434, 435, 436, 437, 438, 439, 440, 487, 488, 819, 820, 821, 822, 823, 824, 825, 826, 827, 828, 829, 830, 831, 832, 833, 834, 835, 836, 837, 838, 839, 840, 841, 842, 843, 844, 845, 846, 847, 848, 849, 850, 851, 852, 853, 854, 1141, 1142, 1143, 1144, 1145, 1146, 1147, 1148, 1149, 1150, 1151, 1152, 1153, 1154, 1155, 1156, 1157, 1158, 1169, 1170, 1171, 1172, 1265, 1266, 1267, 1268, 1403, 1404, 1405, 1406, 1407, 1408, 1409, 1410, 1411, 1412, 1413, 1414, 1415, 1416, 1417, 1418, 1419, 1420, 1421, 1422, 1423, 1424, 1427, 1428, 1429, 1430, 1701, 1702, 1703, 1704, 1715, 1716, 1753, 1754, 1755, 1756]","[[110.29438, 20.01319], [110.294453, 20.014792], [110.294462, 20.015399], [110.294466, 20.01605], [110.294462, 20.01648], [110.294462, 20.01671], [110.294462, 20.017088], [110.294462, 20.017604], [110.294449, 20.018155], [110.294453, 20.018876], [110.29447, 20.019618], [110.294475, 20.019718], [110.294475, 20.020286], [110.294484, 20.020651], [110.294359, 20.021103], [110.294359, 20.021103], [110.294449, 20.021046], [110.295464, 20.021337], [110.297031, 20.021732], [110.297747, 20.021905], [110.298832, 20.022157], [110.299557, 20.022331], [110.299631, 20.022348], [110.300638, 20.022609], [110.301402, 20.022847], [110.301489, 20.022882], [110.30224, 20.023194], [110.302734, 20.023403], [110.303359, 20.023672], [110.304735, 20.024253], [110.304796, 20.02428], [110.305616, 20.02464], [110.305738, 20.024696], [110.306502, 20.025026], [110.307695, 20.025551], [110.308407, 20.025885], [110.308498, 20.025929], [110.309171, 20.02628], [110.30934, 20.026372], [110.309718, 20.026593], [110.310586, 20.027109], [110.311662, 20.027743], [110.31174, 20.027786], [110.312096, 20.027999], [110.312209, 20.028073], [110.312899, 20.028537], [110.313273, 20.028793], [110.31375, 20.029132], [110.313854, 20.029201], [110.314431, 20.029596], [110.314579, 20.029696], [110.315039, 20.030022], [110.315082, 20.030048], [110.315907, 20.030621], [110.316155, 20.030781], [110.316641, 20.031072], [110.317231, 20.031345], [110.317795, 20.031606], [110.318537, 20.031936], [110.318663, 20.032001], [110.319006, 20.032183], [110.319562, 20.032496], [110.319926, 20.032708], [110.320356, 20.032973], [110.321484, 20.033624], [110.322044, 20.033963], [110.322448, 20.034223], [110.322591, 20.034293], [110.323359, 20.034797], [110.323359, 20.034797], [110.323281, 20.034618], [110.323381, 20.034475], [110.324449, 20.03309], [110.324596, 20.032882], [110.324705, 20.032747], [110.325043, 20.032322], [110.325226, 20.032101], [110.325825, 20.03135], [110.326055, 20.03105], [110.326302, 20.030747], [110.32697, 20.029905], [110.327023, 20.029839], [110.327326, 20.029436], [110.327526, 20.02918], [110.327886, 20.028741], [110.328129, 20.028424], [110.328407, 20.028073], [110.328711, 20.027687], [110.329523, 20.026662], [110.330135, 20.025885], [110.330686, 20.025182], [110.331042, 20.024709], [110.331237, 20.024414], [110.331736, 20.023741], [110.331871, 20.023563], [110.332075, 20.023277], [110.332153, 20.023177], [110.332153, 20.023177], [110.332714, 20.022867], [110.332714, 20.022867], [110.332556, 20.022947], [110.3325, 20.022925], [110.332435, 20.022904], [110.331489, 20.022582], [110.330677, 20.022292], [110.330547, 20.02224], [110.330247, 20.022092], [110.330247, 20.022092], [110.329839, 20.021845], [110.329705, 20.02168], [110.32934, 20.021424], [110.329136, 20.021263], [110.32898, 20.02112], [110.328793, 20.020937], [110.328433, 20.020564], [110.328056, 20.020178], [110.32747, 20.019609], [110.327118, 20.019253], [110.327066, 20.019201], [110.326797, 20.018924], [110.326732, 20.018859], [110.326298, 20.018403], [110.325924, 20.018051], [110.325751, 20.017912], [110.325282, 20.017569], [110.324939, 20.017352], [110.324705, 20.017222], [110.32454, 20.017135], [110.324341, 20.016986], [110.324341, 20.016986], [110.324253, 20.016897], [110.323138, 20.016558], [110.322778, 20.016458], [110.322339, 20.016363], [110.32191, 20.016306], [110.321406, 20.016267], [110.321037, 20.016254], [110.32053, 20.016272], [110.320195, 20.016298], [110.319718, 20.016363], [110.319392, 20.016428], [110.316953, 20.017027], [110.316675, 20.017088], [110.316523, 20.017118], [110.316159, 20.017174], [110.315916, 20.017187], [110.315512, 20.017183], [110.314978, 20.017153], [110.314384, 20.017088], [110.314136, 20.017062], [110.312478, 20.016866], [110.310412, 20.016636], [110.310004, 20.016589], [110.306853, 20.016164], [110.306853, 20.016164], [110.305516, 20.016072], [110.304627, 20.015911], [110.304197, 20.015807], [110.303134, 20.015477], [110.302734, 20.015352], [110.299839, 20.014449], [110.299839, 20.014449], [110.299666, 20.014397], [110.299488, 20.014336], [110.297396, 20.013681], [110.296849, 20.013524], [110.296215, 20.01339], [110.295694, 20.013329], [110.29438, 20.01319]]"
3,"[2,5,13]",[],"[17, 22, 75]","[8,9,10]","[54, 76, 91, 92, 113, 114, 255, 272]","[[110.335134, 20.01749], [110.335091, 20.017543], [110.333342, 20.017595], [110.33204, 20.017682], [110.331168, 20.017765], [110.330017, 20.01786], [110.329319, 20.017856], [110.328641, 20.017808], [110.328273, 20.017752], [110.32536, 20.017183], [110.324948, 20.017088], [110.324835, 20.017062], [110.324341, 20.016986], [110.324341, 20.016986], [110.324926, 20.017183], [110.325109, 20.017296], [110.325356, 20.01747], [110.325994, 20.017973], [110.326267, 20.01822], [110.326827, 20.018776], [110.327153, 20.01911], [110.327205, 20.019162], [110.327804, 20.01977], [110.328155, 20.020135], [110.328507, 20.02049], [110.329054, 20.021042], [110.32918, 20.021172], [110.329475, 20.021428], [110.329666, 20.021567], [110.329666, 20.021567], [110.329857, 20.021654], [110.330117, 20.021793], [110.33066, 20.022036], [110.330773, 20.022083], [110.331597, 20.02237], [110.3325, 20.022687], [110.3326, 20.022721], [110.332714, 20.022867], [110.332714, 20.022867], [110.332656, 20.022244], [110.332769, 20.022001], [110.332973, 20.021528], [110.333168, 20.021133], [110.333364, 20.020799], [110.333798, 20.020095], [110.333798, 20.020095], [110.334214, 20.019245], [110.335134, 20.01749]]"
4,"[2,5,6]","[4, 5, 6, 9, 11, 13, 16, 17, 21, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 47, 48, 65, 66, 67, 68, 69, 71, 72, 73, 74, 105, 106, 107, 108, 109, 110, 111, 112, 113, 114, 115, 116, 117, 118, 119, 120, 121, 122, 123, 124, 125, 175, 204, 250, 306, 314, 316, 333, 343, 345, 350]","[83, 3, 84, 24]","[3,4,11,9]","[17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 93, 94, 95, 96, 97, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 250, 251, 252, 253, 254, 273, 274, 275, 276, 277, 278, 279, 280, 281, 282, 283, 284, 301, 302, 303, 304, 305, 306, 307, 308, 309, 395, 396, 397, 398, 399, 400, 401, 402, 403, 404, 405, 406, 407, 408, 417, 418, 423, 424, 425, 426, 427, 428, 429, 430, 441, 442, 457, 458, 459, 460, 477, 478, 497, 498, 499, 500, 501, 502, 503, 504, 505, 506, 507, 508, 509, 510, 511, 512, 513, 514, 515, 516, 517, 518, 519, 520, 521, 522, 523, 524, 525, 526, 527, 528, 529, 530, 531, 532, 533, 534, 535, 536, 537, 538, 539, 540, 541, 542, 543, 544, 545, 546, 547, 548, 549, 550, 551, 552, 553, 554, 555, 556, 557, 558, 559, 560, 561, 562, 563, 564, 565, 566, 567, 568, 569, 570, 593, 594, 595, 596, 597, 598, 669, 670, 671, 672, 673, 674, 675, 676, 677, 678, 679, 680, 681, 682, 683, 684, 685, 686, 687, 688, 689, 690, 691, 692, 693, 694, 695, 696, 697, 698, 699, 700, 701, 702, 707, 708, 709, 710, 711, 712, 713, 714, 715, 716, 717, 718, 719, 720, 721, 722, 723, 724, 725, 726, 727, 728, 729, 730, 731, 732, 855, 856, 857, 858, 859, 860, 861, 862, 863, 864, 865, 866, 867, 868, 869, 870, 871, 872, 873, 874, 875, 876, 877, 878, 879, 880, 881, 882, 883, 884, 885, 886, 887, 888, 889, 890, 891, 892, 893, 894, 895, 896, 897, 898, 899, 900, 901, 902, 903, 904, 905, 906, 907, 908, 909, 910, 911, 912, 913, 914, 915, 916, 917, 918, 919, 920, 921, 922, 923, 924, 925, 926, 1139, 1140, 1253, 1254, 1255, 1256, 1425, 1426, 1657, 1658, 1659, 1660, 1681, 1682, 1683, 1684, 1689, 1690, 1747, 1748, 1749, 1750, 1751, 1752, 1781, 1782, 1805, 1806, 1807, 1808, 1809, 1810, 1811, 1812]","[[110.332714, 20.022867], [110.332682, 20.023359], [110.332617, 20.023451], [110.332318, 20.023854], [110.332079, 20.024128], [110.331806, 20.02447], [110.331198, 20.025152], [110.329822, 20.026871], [110.32895, 20.027956], [110.328859, 20.028073], [110.32829, 20.028793], [110.32822, 20.02888], [110.327973, 20.029201], [110.327378, 20.029961], [110.327248, 20.030122], [110.326814, 20.030686], [110.326771, 20.030742], [110.326415, 20.031198], [110.326237, 20.031411], [110.325469, 20.032391], [110.324931, 20.033077], [110.324796, 20.033251], [110.324705, 20.033368], [110.324653, 20.033438], [110.324653, 20.033438], [110.324427, 20.033676], [110.323359, 20.034797], [110.323359, 20.034797], [110.323928, 20.035052], [110.324327, 20.035278], [110.324553, 20.035451], [110.324705, 20.035595], [110.324722, 20.035612], [110.324983, 20.035959], [110.325139, 20.036302], [110.32546, 20.03737], [110.325599, 20.037804], [110.325655, 20.037938], [110.32576, 20.038155], [110.325937, 20.038416], [110.326128, 20.038641], [110.326432, 20.038932], [110.32661, 20.039062], [110.326992, 20.039319], [110.327821, 20.039844], [110.328199, 20.040074], [110.328477, 20.040217], [110.328819, 20.040365], [110.329206, 20.040486], [110.330152, 20.040638], [110.330816, 20.040738], [110.331645, 20.040842], [110.331984, 20.040898], [110.332665, 20.040981], [110.333277, 20.041098], [110.33362, 20.041202], [110.333837, 20.04128], [110.334323, 20.041502], [110.334844, 20.041814], [110.33526, 20.04207], [110.335369, 20.042135], [110.335885, 20.042461], [110.336306, 20.042756], [110.336385, 20.042804], [110.336636, 20.042921], [110.336892, 20.043003], [110.337148, 20.043051], [110.337578, 20.043134], [110.338772, 20.043329], [110.339206, 20.043398], [110.340091, 20.04355], [110.340499, 20.043633], [110.340846, 20.043702], [110.341046, 20.04375], [110.341385, 20.043841], [110.341628, 20.043928], [110.342396, 20.044201], [110.342739, 20.044301], [110.343568, 20.04451], [110.344167, 20.044661], [110.344753, 20.044809], [110.34523, 20.044913], [110.34549, 20.044961], [110.345868, 20.045004], [110.346402, 20.0451], [110.34668, 20.045148], [110.346819, 20.045169], [110.347231, 20.04526], [110.347891, 20.045412], [110.348672, 20.04559], [110.34941, 20.045755], [110.350122, 20.045929], [110.350386, 20.045985], [110.350464, 20.046007], [110.351984, 20.046389], [110.35214, 20.046424], [110.35214, 20.046424], [110.353264, 20.046658], [110.354058, 20.046823], [110.354687, 20.047001], [110.355208, 20.047183], [110.35549, 20.047283], [110.35697, 20.047852], [110.358142, 20.048303], [110.359306, 20.048741], [110.359848, 20.048827], [110.359848, 20.048827], [110.359774, 20.048702], [110.359766, 20.048142], [110.359783, 20.047938], [110.359848, 20.047083], [110.359883, 20.046576], [110.359922, 20.046137], [110.359961, 20.045603], [110.359987, 20.045278], [110.360013, 20.044952], [110.360056, 20.044362], [110.3601, 20.043733], [110.360122, 20.043416], [110.360169, 20.042882], [110.360191, 20.042591], [110.360221, 20.04214], [110.360256, 20.041684], [110.360356, 20.0402], [110.360443, 20.039293], [110.360469, 20.039062], [110.360508, 20.038767], [110.360534, 20.038576], [110.360599, 20.038103], [110.360616, 20.038008], [110.360686, 20.037474], [110.360764, 20.036888], [110.360985, 20.034974], [110.361081, 20.034067], [110.36112, 20.033754], [110.361198, 20.033016], [110.361263, 20.032448], [110.361315, 20.032027], [110.361367, 20.031636], [110.361445, 20.031037], [110.361471, 20.030859], [110.361484, 20.030816], [110.361649, 20.029631], [110.361766, 20.028832], [110.361871, 20.028073], [110.361901, 20.027843], [110.362027, 20.026927], [110.36204, 20.026823], [110.362131, 20.026254], [110.362157, 20.026089], [110.362231, 20.025629], [110.362266, 20.025347], [110.362292, 20.025104], [110.362357, 20.024674], [110.362439, 20.02428], [110.362504, 20.024045], [110.362635, 20.023615], [110.362834, 20.023116], [110.362834, 20.023116], [110.36283, 20.022891], [110.362891, 20.022639], [110.363043, 20.022044], [110.363234, 20.021445], [110.363286, 20.021311], [110.363351, 20.021198], [110.363429, 20.020977], [110.363424, 20.02072], [110.363268, 20.020751], [110.362986, 20.021411], [110.36293, 20.021497], [110.361957, 20.02306], [110.361849, 20.023225], [110.361693, 20.023455], [110.361536, 20.023681], [110.361233, 20.024132], [110.361055, 20.024379], [110.361003, 20.024457], [110.360716, 20.02487], [110.360369, 20.025382], [110.360139, 20.025747], [110.359848, 20.026176], [110.359618, 20.026506], [110.359557, 20.026589], [110.359106, 20.027157], [110.358945, 20.027326], [110.358707, 20.027539], [110.358411, 20.027778], [110.35819, 20.027947], [110.358025, 20.028073], [110.357852, 20.028203], [110.357548, 20.028429], [110.357244, 20.028646], [110.356437, 20.029266], [110.355872, 20.029683], [110.354857, 20.030434], [110.354327, 20.030794], [110.353941, 20.031007], [110.353698, 20.031128], [110.352865, 20.031463], [110.35181, 20.031871], [110.351467, 20.032001], [110.351076, 20.032144], [110.351003, 20.032179], [110.349727, 20.032682], [110.348941, 20.032999], [110.348464, 20.033203], [110.347643, 20.033572], [110.347339, 20.033668], [110.347118, 20.033698], [110.346871, 20.033681], [110.346719, 20.033646], [110.34668, 20.033637], [110.346658, 20.033633], [110.34658, 20.033611], [110.346094, 20.033359], [110.345508, 20.032956], [110.34533, 20.032817], [110.344332, 20.032031], [110.343989, 20.031766], [110.343555, 20.031428], [110.342656, 20.030729], [110.342548, 20.030668], [110.342431, 20.030638], [110.342257, 20.030651], [110.342166, 20.030686], [110.34184, 20.030924], [110.34125, 20.031359], [110.340252, 20.032135], [110.34003, 20.032257], [110.339983, 20.032153], [110.339965, 20.031914], [110.339922, 20.031328], [110.339861, 20.030812], [110.339783, 20.030256], [110.339753, 20.030052], [110.339718, 20.029848], [110.339692, 20.029701], [110.339648, 20.029418], [110.339618, 20.029106], [110.339553, 20.02872], [110.339488, 20.028277], [110.339418, 20.028073], [110.33934, 20.027826], [110.339162, 20.027426], [110.339097, 20.027279], [110.338885, 20.02691], [110.338785, 20.026753], [110.33852, 20.026445], [110.337843, 20.025734], [110.33737, 20.025243], [110.337101, 20.02497], [110.336667, 20.024575], [110.336298, 20.02431], [110.336159, 20.024219], [110.335803, 20.024041], [110.335803, 20.024041], [110.335686, 20.024049], [110.335595, 20.024019], [110.334692, 20.023689], [110.334501, 20.023628], [110.333932, 20.023429], [110.332839, 20.023043], [110.332826, 20.023038], [110.332714, 20.022867]]"
5,"[3,4,14]","[10, 14, 19, 20, 44, 142, 144, 151, 152, 153, 199, 230, 231, 232, 242, 243, 296, 298, 302, 330, 340]","[82, 23, 16]","[9,11,10]","[55, 56, 57, 58, 59, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 93, 94, 95, 96, 97, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 255, 272, 419, 420, 421, 422, 443, 444, 445, 446, 447, 448, 449, 450, 465, 466, 467, 468, 469, 470, 471, 472, 473, 474, 475, 476, 571, 572, 573, 574, 575, 576, 577, 578, 579, 580, 581, 582, 583, 584, 989, 990, 991, 992, 993, 994, 997, 998, 999, 1000, 1001, 1002, 1029, 1030, 1031, 1032, 1033, 1034, 1035, 1036, 1037, 1038, 1039, 1040, 1041, 1042, 1043, 1044, 1233, 1234, 1235, 1236, 1237, 1238, 1239, 1240, 1241, 1242, 1347, 1348, 1349, 1350, 1351, 1352, 1353, 1354, 1355, 1356, 1357, 1358, 1359, 1360, 1397, 1398, 1399, 1400, 1401, 1402, 1621, 1622, 1623, 1624, 1625, 1626, 1635, 1636, 1647, 1648, 1729, 1730, 1731, 1732, 1773, 1774, 1775, 1776, 1793, 1794, 1795, 1796]","[[110.335134, 20.01749], [110.335017, 20.018021], [110.334618, 20.01875], [110.33444, 20.01908], [110.334188, 20.01964], [110.333976, 20.020195], [110.333728, 20.020977], [110.333637, 20.021293], [110.333459, 20.021753], [110.333329, 20.022023], [110.333168, 20.02237], [110.333134, 20.022452], [110.333134, 20.022452], [110.332769, 20.022773], [110.33283, 20.022791], [110.333056, 20.02286], [110.333676, 20.023095], [110.334019, 20.023212], [110.334592, 20.023411], [110.335438, 20.02372], [110.335625, 20.023815], [110.335703, 20.023893], [110.335799, 20.023937], [110.336098, 20.024089], [110.336549, 20.024371], [110.336814, 20.024575], [110.337166, 20.024905], [110.337461, 20.025221], [110.33776, 20.02553], [110.337895, 20.025677], [110.338598, 20.02638], [110.339158, 20.02697], [110.339223, 20.027023], [110.339414, 20.027227], [110.339544, 20.027357], [110.339848, 20.027691], [110.339944, 20.027799], [110.340004, 20.027878], [110.340178, 20.028073], [110.340321, 20.028234], [110.340942, 20.028872], [110.341597, 20.029575], [110.341597, 20.029575], [110.341719, 20.029748], [110.341918, 20.029896], [110.341966, 20.029948], [110.342457, 20.030395], [110.343134, 20.030959], [110.343659, 20.031385], [110.344501, 20.032044], [110.34553, 20.032847], [110.345603, 20.032908], [110.345894, 20.033116], [110.346168, 20.033277], [110.346445, 20.033385], [110.34668, 20.033442], [110.346888, 20.033503], [110.347161, 20.033542], [110.3473, 20.033524], [110.347582, 20.033438], [110.348398, 20.033112], [110.348898, 20.032917], [110.349809, 20.032552], [110.350221, 20.032387], [110.350964, 20.032092], [110.351046, 20.032066], [110.351432, 20.031918], [110.352166, 20.031641], [110.352843, 20.031367], [110.35372, 20.031007], [110.353945, 20.030911], [110.354245, 20.03076], [110.354444, 20.030638], [110.354809, 20.030373], [110.354852, 20.030339], [110.354987, 20.030234], [110.355786, 20.029631], [110.35635, 20.029184], [110.357057, 20.028655], [110.357474, 20.028338], [110.357643, 20.028212], [110.357834, 20.028073], [110.358351, 20.027687], [110.358598, 20.0275], [110.35888, 20.027231], [110.359123, 20.026949], [110.35944, 20.026523], [110.359505, 20.026445], [110.359757, 20.026098], [110.360282, 20.025326], [110.360916, 20.024405], [110.361753, 20.023173], [110.361853, 20.023003], [110.362626, 20.02178], [110.362839, 20.021445], [110.362895, 20.021359], [110.363268, 20.020751], [110.363359, 20.020603], [110.363533, 20.020317], [110.363663, 20.020139], [110.363785, 20.019952], [110.364149, 20.019345], [110.364648, 20.018542], [110.364779, 20.018316], [110.364931, 20.018021], [110.36503, 20.017808], [110.365148, 20.017431], [110.365174, 20.017292], [110.365208, 20.017088], [110.365325, 20.016607], [110.365325, 20.016607], [110.364618, 20.016701], [110.36303, 20.016775], [110.362925, 20.016775], [110.361901, 20.016823], [110.361254, 20.016853], [110.361085, 20.016858], [110.360825, 20.016858], [110.359813, 20.016875], [110.357244, 20.016957], [110.356372, 20.016979], [110.356128, 20.016988], [110.356033, 20.016992], [110.355781, 20.016997], [110.354961, 20.017049], [110.353945, 20.017057], [110.353151, 20.017088], [110.352891, 20.017096], [110.35204, 20.017135], [110.351645, 20.017148], [110.351593, 20.017148], [110.351194, 20.017153], [110.349674, 20.017174], [110.348728, 20.017196], [110.347756, 20.017222], [110.34668, 20.017279], [110.346628, 20.017279], [110.345855, 20.017318], [110.345773, 20.017318], [110.344557, 20.017344], [110.344371, 20.017352], [110.343793, 20.017352], [110.343134, 20.017365], [110.343034, 20.017374], [110.342513, 20.017378], [110.34069, 20.017426], [110.33924, 20.017435], [110.33924, 20.017435], [110.337977, 20.01747], [110.337231, 20.017491], [110.335434, 20.017548], [110.335134, 20.01749]]"
