id,start_ver,end_ver,num,days,lambda,total_num,CDF
426,77,250,261,39,0.012794118,175249,0.19766411
472,84,27,261,39,0.012794118,175510,0.197958493
382,562,27,261,38,0.012794118,175771,0.198252876
309,313,9,260,39,0.012745098,176031,0.198546131
460,77,302,260,38,0.012745098,176291,0.198839386
827,27,56,259,39,0.012696078,176550,0.199131514
422,32,16,259,39,0.012696078,176809,0.199423641
217,582,310,259,39,0.012696078,177068,0.199715768
600,56,27,258,39,0.012647059,177326,0.200006767
359,311,105,257,39,0.012598039,177583,0.200296639
639,588,33,256,39,0.01254902,177839,0.200585382
427,380,394,256,39,0.01254902,178095,0.200874126
538,10,473,255,39,0.0125,178350,0.201161741
711,236,367,255,39,0.0125,178605,0.201449357
721,335,250,254,39,0.01245098,178859,0.201735845
775,68,16,254,39,0.01245098,179113,0.202022333
453,335,311,254,39,0.01245098,179367,0.20230882
685,230,331,253,39,0.012401961,179620,0.20259418
532,80,314,253,39,0.012401961,179873,0.20287954
440,313,10,253,39,0.012401961,180126,0.2031649
326,473,9,253,39,0.012401961,180379,0.203450259
583,224,310,252,39,0.012352941,180631,0.203734491
406,27,511,251,39,0.012303922,180882,0.204017595
578,335,11,251,39,0.012303922,181133,0.204300699
434,313,16,250,39,0.012254902,181383,0.204582675
1088,348,335,250,39,0.012254902,181633,0.204864651
442,314,145,250,39,0.012254902,181883,0.205146628
385,314,77,250,39,0.012254902,182133,0.205428604
979,48,582,250,39,0.012254902,182383,0.20571058
345,77,311,250,38,0.012254902,182633,0.205992556
360,77,498,249,39,0.012205882,182882,0.206273404
411,335,394,249,39,0.012205882,183131,0.206554252
617,236,224,249,39,0.012205882,183380,0.2068351
361,105,498,249,39,0.012205882,183629,0.207115949
603,3,582,249,39,0.012205882,183878,0.207396797
782,224,498,248,39,0.012156863,184126,0.207676517
321,105,394,248,39,0.012156863,184374,0.207956237
347,302,105,248,39,0.012156863,184622,0.208235958
183,9,105,248,39,0.012156863,184870,0.208515678
353,582,314,247,39,0.012107843,185117,0.20879427
343,16,380,247,39,0.012107843,185364,0.209072863
503,3,105,247,39,0.012107843,185611,0.209351455
283,302,27,247,38,0.012107843,185858,0.209630047
320,311,331,246,39,0.012058824,186104,0.209907512
368,302,582,246,39,0.012058824,186350,0.210184976
587,123,473,246,39,0.012058824,186596,0.210462441
267,582,9,246,39,0.012058824,186842,0.210739905
763,236,16,246,39,0.012058824,187088,0.21101737
531,310,380,246,39,0.012058824,187334,0.211294834
893,80,311,246,39,0.012058824,187580,0.211572299
494,313,522,246,39,0.012058824,187826,0.211849763
679,230,16,246,39,0.012058824,188072,0.212127228
327,10,314,246,39,0.012058824,188318,0.212404692
811,473,347,246,38,0.012058824,188564,0.212682157
386,522,380,246,38,0.012058824,188810,0.212959621
452,380,9,245,39,0.012009804,189055,0.213235958
798,68,33,245,39,0.012009804,189300,0.213512294
206,84,80,245,39,0.012009804,189545,0.213788631
482,380,335,245,38,0.012009804,189790,0.214064967
649,80,473,244,39,0.011960784,190034,0.214340176
493,335,95,244,39,0.011960784,190278,0.214615385
634,27,274,244,39,0.011960784,190522,0.214890593
421,380,397,243,39,0.011911765,190765,0.215164674
915,313,48,243,39,0.011911765,191008,0.215438755
701,27,385,243,39,0.011911765,191251,0.215712836
491,314,123,243,39,0.011911765,191494,0.215986916
484,77,280,243,38,0.011911765,191737,0.216260997
408,314,307,242,39,0.011862745,191979,0.21653395
656,236,331,242,39,0.011862745,192221,0.216806903
696,130,105,242,39,0.011862745,192463,0.217079856
545,380,230,242,39,0.011862745,192705,0.217352808
479,314,15,242,39,0.011862745,192947,0.217625761
981,68,204,242,38,0.011862745,193189,0.217898714
636,380,609,241,39,0.011813725,193430,0.218170539
495,123,380,241,39,0.011813725,193671,0.218442364
513,105,250,241,39,0.011813725,193912,0.218714189
471,473,16,241,39,0.011813725,194153,0.218986014
566,80,16,241,38,0.011813725,194394,0.219257839
288,26,353,241,38,0.011813725,194635,0.219529664
745,354,380,241,37,0.011813725,194876,0.219801489
325,522,105,240,39,0.011764706,195116,0.220072186
501,335,498,240,39,0.011764706,195356,0.220342883
842,80,84,240,39,0.011764706,195596,0.22061358
469,77,11,240,39,0.011764706,195836,0.220884277
897,230,33,240,39,0.011764706,196076,0.221154974
560,224,230,240,39,0.011764706,196316,0.221425671
850,27,167,240,38,0.011764706,196556,0.221696368
1035,27,54,240,38,0.011764706,196796,0.221967065
787,27,121,239,39,0.011715686,197035,0.222236634
351,77,522,239,39,0.011715686,197274,0.222506203
593,473,95,239,38,0.011715686,197513,0.222775773
417,105,3,238,39,0.011666667,197751,0.223044214
403,105,11,238,39,0.011666667,197989,0.223312655
581,479,27,238,39,0.011666667,198227,0.223581096
490,335,313,238,39,0.011666667,198465,0.223849538
332,379,27,237,39,0.011617647,198702,0.224116851
684,27,34,237,39,0.011617647,198939,0.224384164
728,596,397,237,39,0.011617647,199176,0.224651478
467,532,655,237,39,0.011617647,199413,0.224918791
543,313,311,236,39,0.011568627,199649,0.225184976
624,354,105,236,39,0.011568627,199885,0.225451162
692,236,310,236,39,0.011568627,200121,0.225717347
478,105,107,236,39,0.011568627,200357,0.225983533
255,107,80,236,39,0.011568627,200593,0.226249718
691,335,236,236,39,0.011568627,200829,0.226515903
797,663,224,235,39,0.011519608,201064,0.226780961
727,588,522,234,39,0.011470588,201298,0.227044891
122,331,80,234,39,0.011470588,201532,0.22730882
564,379,380,234,39,0.011470588,201766,0.22757275
202,33,314,234,39,0.011470588,202000,0.227836679
653,219,27,234,39,0.011470588,202234,0.228100609
615,105,243,233,39,0.011421569,202467,0.228363411
519,105,655,233,39,0.011421569,202700,0.228626212
891,68,224,233,39,0.011421569,202933,0.228889014
604,380,353,233,39,0.011421569,203166,0.229151816
816,588,95,233,38,0.011421569,203399,0.229414618
613,314,588,232,39,0.011372549,203631,0.229676291
706,224,331,232,39,0.011372549,203863,0.229937965
346,310,582,232,39,0.011372549,204095,0.230199639
439,331,335,232,39,0.011372549,204327,0.230461313
529,314,498,232,39,0.011372549,204559,0.230722987
378,105,443,232,39,0.011372549,204791,0.230984661
716,313,689,231,39,0.011323529,205022,0.231245206
633,335,596,231,39,0.011323529,205253,0.231505752
544,522,310,231,39,0.011323529,205484,0.231766298
753,27,30,230,39,0.01127451,205714,0.232025716
392,77,586,230,39,0.01127451,205944,0.232285134
1066,230,471,229,39,0.01122549,206173,0.232543424
