,re_lam_s_d,ab_lam_s_d,re_lam_n_a,ab_lam_n_a,re_lam_s,ab_lam_s,re_P_s_1,ab_P_s_1,re_P_s_e,ab_P_s_e,re_P_n_0,ab_P_n_0
0,687.8024226859167,0.19994729313450998,770.4718755595912,0.1999597877666666,49958.069676579194,14.07810181248603,66367.42263430887,0.48017627794672174,84797.7911626924,0.6422940297739133,101028.78956262261,0.9999901019292989
1,1.0,0.05272649950976192,1.0,0.05036874786362322,87.11527561708084,12.139502262237093,26773.510291725295,0.9991722268137896,676.7288107893305,0.7128813879735957,1.0485651421137945,0.4889772092699801
2,3149.666666666667,0.002235978617282919,2805.652621276991,0.002178358672813948,1.447878548457758e+65,1.6406774767962997,92.8,0.9854367680597119,4.193766591395361,0.1462836008973338,0.9892327574854873,0.9665898832803155
3,6.574264209484892e+24,0.02011659548088983,6.574264209484892e+24,0.019774738079191383,14.1452164163605,1.9335748348139252,3974697984732818.0,0.9577547494814511,3065.8620499515873,0.006642170566352699,0.9999999999929211,0.9996907878311175
4,13161.34020332001,0.050765541670309104,3935.9857765384054,0.02157750202200787,0.03075324937480903,0.005600503059618067,12.767068154279539,0.6528373638073434,6.574264209484892e+24,0.037874239290163376,257.7420061078235,0.03700592979122641
5,0.9999890465916563,0.017340838138051363,0.9999890465916563,0.017340838138051363,0.8929394422835563,1.0816582931356142,0.030037253006338298,0.007794802346581697,13161.51239725302,0.06880145658032694,16271154374234.121,0.9975192946963665
6,0.9983845115384347,0.035331143207248464,0.9983844487840875,0.014070789938304079,0.6535644231809096,0.7533576413632459,0.892838499944817,0.4074465541235358,0.9999890465916562,0.021021427533022278,1.4600826833506977,0.40456891208275514
7,265.8740973160783,0.02254876730578885,265.8740973160783,0.003484058301247865,1.5372702265307336,0.24143713926290666,0.6420207480986092,0.2687119011075838,0.9983844487840875,0.057770704022191546,0.543257490271069,0.3132636884233079
8,360.7035657864788,0.005402381288647069,360.7035657864788,0.004207700646575762,1.7763760302240137,0.5714784234647292,1.5369275687354291,0.13549783579376307,265.8740973160783,0.026957509585908854,0.6371144246342356,0.404637996202558
9,47.280895340406886,0.014680780047074028,43.732057957184786,0.007192929597111583,0.5633362141406184,0.3753496515393906,1.756682457981993,0.2346230197978324,360.7035657864788,0.01225017529992403,0.3839020413748373,0.2093304174192846
10,1.5937586628385185,0.010445770940349947,1.1946249191688818,0.002917020900373409,0.31438810941216927,0.25678221495001785,0.45021969927953026,0.14763513973758235,47.13809224215429,0.027363761293130628,0.9758461908887155,0.23063754655486224
