start_ver,end_ver,distance,lambda,original_num,original_days,num,days,P_w,l_w,e_w,matching_probability,aver_final_distance,aver_shared_distance,P_w_err,l_w_err,e_w_err,P_w_err_ratio,e_w_err_ratio,l_w_err_ratio
471,307,3669.751649,0.002352941,48,22,31,17,0.993309563,4090.850062,2135.673487,1,3973.253693,2605.412484,0.006690437,117.5963693,469.7389966,0.006690437,0.180293523,0.029596995
131,219,1814.439731,0.005539216,113,38,80,31,0.970140175,1893.63264,1434.968116,1,1926.411237,1549.148763,0.029859825,32.77859668,114.1806472,0.029859825,0.073705412,0.017015368
558,497,4113.847759,0.00254902,52,31,37,29,0.998702759,4359.490905,2109.455617,1,4334.688621,2503.086034,0.001297241,24.80228425,393.6304176,0.001297241,0.157258046,0.005721815
171,15,2549.88208,0.002647059,54,27,39,25,0.563263848,2552.772435,1062.109,0.693333333,2549.88,1627.017067,0.130069485,2.892434589,564.9080663,0.187600219,0.347204758,0.001134341
310,314,1921.679128,0.014166667,289,39,213,39,0.97672075,2215.16262,1422.267339,0.994871795,2175.906116,1442.164296,0.018151045,39.25650467,19.89695753,0.018244607,0.013796596,0.018041452
314,80,3091.574096,0.019068627,389,39,297,39,0.997828993,3411.900258,2695.542583,0.996336996,3407.140421,2638.853693,0.001491997,4.759836888,56.68888995,0.001497482,0.021482392,0.001397018
230,379,2115.998436,0.010441176,213,38,158,38,0.924262102,2430.059369,1771.69921,0.954824561,2349.026114,1928.7698,0.030562459,81.03325536,157.0705908,0.032008455,0.081435634,0.034496532
582,230,950.2981942,0.008970588,183,38,141,36,0.990795168,1042.532878,943.6584022,1,1019.632889,954.985377,0.009204832,22.89998913,11.32697474,0.009204832,0.011860888,0.022459053
586,529,2986.731046,0.001911765,39,24,30,19,0.365378412,3146.463802,516.1282145,0.473684211,3040.533684,724.8853947,0.108305798,105.9301177,208.7571803,0.228645574,0.287986462,0.034839317
313,295,3526.27346,0.00622549,127,36,100,36,0.977132208,3921.775289,2324.132995,1,3940.739552,2367.462942,0.022867792,18.96426254,43.32994747,0.022867792,0.018302271,0.004812361
84,586,1729.408533,0.005196078,106,34,86,29,0.875603369,2026.542362,1279.501776,0.962643678,1929.925539,1516.792989,0.08704031,96.61682369,237.291212,0.090417993,0.156442714,0.050062462
380,397,2065.224393,0.011911765,243,39,168,39,0.772525016,2267.402152,1355.913493,0.880565731,2237.292109,1549.929862,0.108040715,30.11004287,194.0163688,0.122694662,0.125177515,0.013458253
311,310,566.3946536,0.007990196,163,38,121,36,0.965536864,583.278806,546.8290285,0.962962963,570.2555,545.4125926,0.002573901,13.02330599,1.416435894,0.002672898,0.002596999,0.022837668
313,123,1734.405056,0.009019608,184,39,135,39,0.999922142,1863.018061,1498.46784,1,1864.738551,1480.67934,7.79E-05,1.720490364,17.78850037,7.79E-05,0.012013743,0.000922644
397,393,2051.982795,0.004558824,93,35,65,33,0.742370459,2369.277755,1119.791468,0.810606061,2399.380818,1194.767667,0.068235601,30.10306291,74.97619875,0.084178499,0.06275379,0.01254618
562,498,2480.772839,0.001666667,34,23,24,16,0.988815388,2660.151357,1348.486677,0.979166667,2534.679531,1652.228177,0.009648722,125.4718259,303.7415001,0.009854014,0.183837502,0.049502047
479,32,3827.45978,0.006519608,133,38,102,36,0.841341608,4342.689227,1932.375012,0.885648148,4301.059787,2125.672676,0.04430654,41.62944013,193.2976644,0.050027248,0.090934821,0.00967888
682,224,528.3256497,0.00122549,25,20,15,14,0.957649754,528.6286047,506.1024057,1,528.33,528.33,0.042350246,0.298604671,22.2275943,0.042350246,0.042071422,0.000565186
160,27,3122.508037,0.00245098,50,26,40,23,0.6218477,3461.559458,1064.026906,0.905797101,3569.963261,1736.051884,0.283949401,108.4038025,672.0249777,0.313480139,0.387099593,0.030365523
558,130,1647.8546,0.002156863,44,24,33,20,0.869907771,1727.973007,1159.776449,0.933333333,1782.232833,1201.096667,0.063425562,54.25982666,41.32021803,0.06795596,0.034402075,0.030444859
68,196,1790.659926,0.005196078,106,36,77,33,0.889000055,1946.575409,875.4025527,0.939393939,1921.550904,1001.036338,0.050393884,25.02450462,125.6337857,0.053645102,0.125503721,0.013023077
535,380,1908.784077,0.021960784,448,39,330,39,0.894927028,2274.350648,1477.468642,0.942877208,2179.825749,1634.154058,0.04795018,94.52489909,156.6854165,0.05085517,0.095881668,0.043363512
77,105,2407.893186,0.026470588,540,39,400,39,0.793339535,2694.024612,1174.904925,0.829287913,2730.29561,1267.518224,0.035948378,36.27099887,92.61329895,0.043348489,0.073066641,0.013284642
230,16,3309.542007,0.012058824,246,39,189,39,0.976874364,3653.177602,2720.228974,0.995726496,3684.380217,2873.035101,0.018852131,31.20261525,152.8061277,0.018933042,0.053186307,0.008468891
663,105,4029.008416,0.008382353,171,38,128,38,0.898226426,4557.693128,2171.773583,0.873684211,4580.527439,2254.687184,0.024542215,22.83431042,82.91360126,0.028090487,0.036773882,0.004985083
48,354,3401.238027,0.003235294,66,31,52,28,0.94866185,3580.500809,1514.370371,0.87797619,3637.97619,1871.899226,0.070685659,57.47538174,357.5288549,0.080509768,0.190997918,0.015798724
404,107,1130.258714,0.000882353,18,16,14,12,0.588464342,1354.305047,595.0316775,0.666666667,1246.39,738.1283333,0.078202325,107.9150467,143.0966558,0.117303487,0.193864196,0.086582086
107,596,2406.906005,0.008137255,166,38,127,35,0.760463738,2806.064893,1069.17878,0.832380952,2776.773157,1196.482945,0.071917215,29.29173549,127.3041655,0.0863994,0.106398646,0.01054884
473,632,3079.997143,0.003480392,71,31,55,26,0.680874222,3544.455429,1417.232239,0.846153846,3644.539904,1823.534199,0.165279625,100.0844744,406.3019602,0.195330465,0.222810167,0.027461484
348,471,3125.877738,0.007058824,144,38,100,37,0.998153537,3419.316278,2339.418557,1,3285.786916,2605.678341,0.001846463,133.5293621,266.2597843,0.001846463,0.102184441,0.040638473
145,31,2635.478217,0.003235294,66,28,53,28,0.767347045,2826.061169,1521.33923,0.895833333,2759.287363,2025.361333,0.128486289,66.77380627,504.0221033,0.143426555,0.248855399,0.024199656
314,479,1193.111146,0.010882353,222,39,159,38,0.996283433,1306.060415,1043.954792,1,1273.305833,1027.847128,0.003716567,32.75458145,16.10766369,0.003716567,0.015671264,0.025724049
230,380,3286.85613,0.01745098,356,39,258,38,0.952565582,3752.206652,2379.062645,0.960244361,3730.120883,2454.669751,0.007678779,22.08576897,75.60710618,0.007996693,0.030801335,0.005920926
48,95,2731.120963,0.007892157,161,38,118,35,0.995654962,3058.961427,2101.325376,1,3105.121318,2164.949483,0.004345038,46.15989027,63.62410694,0.004345038,0.029388264,0.014865728
471,354,4875.334239,0.001519608,31,22,24,17,0.980862542,5300.969999,2158.659017,1,5210.800931,3055.167647,0.019137458,90.16906797,896.5086298,0.019137458,0.293440077,0.017304263
311,9,1493.34097,0.011176471,228,39,172,39,0.989510336,1524.836064,1429.886528,0.991208791,1506.678045,1444.252742,0.001698455,18.15801929,14.36621477,0.001713519,0.009947161,0.012051692
31,471,3112.554156,0.001421569,29,20,22,17,0.977057496,3518.229846,1587.445867,1,3532.295294,2283.270882,0.022942504,14.06544802,695.8250157,0.022942504,0.304749218,0.003981957
314,311,2256.357155,0.023186275,473,39,356,39,0.957150156,2720.609222,1760.907453,0.96000111,2717.140313,1821.626199,0.002850954,3.468908582,60.71874619,0.00296974,0.033332166,0.001276676
314,638,2769.124094,0.009215686,188,38,142,37,0.906668773,3146.711815,2198.036616,0.956949807,3201.443554,2295.273386,0.050281034,54.73173986,97.23677015,0.052543021,0.042363917,0.017095957
27,552,2528.408849,0.009509804,194,39,137,38,0.975141492,2742.374456,2198.734936,1,2777.836066,2238.514877,0.024858508,35.46161014,39.77994149,0.024858508,0.017770684,0.012765912
27,498,1301.454647,0.031519608,643,39,481,39,0.972669628,1340.571649,1260.466314,0.9843413,1307.420264,1278.92945,0.011671672,33.15138475,18.46313618,0.011857342,0.014436399,0.025356334
558,170,2862.065012,0.001715686,35,21,31,21,0.482738305,3013.506041,1054.897571,0.535714286,3071.482024,1180.18,0.052975981,57.97598261,125.2824285,0.098888498,0.106155356,0.018875573
171,204,960.679198,0.001666667,34,24,23,19,0.381309513,963.3957678,366.2734224,0.824561404,960.68,792.1396491,0.44325189,2.715767839,425.8662267,0.537560803,0.537615087,0.002826922
314,16,4032.900533,0.024901961,508,39,364,39,0.995051027,4478.891358,2988.242584,0.997668998,4462.378888,3096.917941,0.00261797,16.51247012,108.6753571,0.002624087,0.035091455,0.003700374
9,2,4711.894042,0.001813725,37,26,29,23,0.996779061,5185.004345,2129.550179,1,5072.70029,2297.388116,0.003220939,112.3040554,167.8379372,0.003220939,0.073055979,0.02213891
27,230,4837.10727,0.048235294,984,39,752,39,0.999691738,4936.447844,4237.486882,1,4925.604433,4356.933639,0.000308262,10.84341085,119.4467568,0.000308262,0.027415326,0.002201438
314,582,755.1750644,0.023088235,471,39,348,39,0.998555339,818.0095524,761.9600335,0.997150997,819.0185079,759.0219359,0.001404342,1.008955513,2.938097609,0.001408355,0.003870899,0.001231908
34,14,2661.375039,0.002843137,58,29,47,27,0.554215344,2915.373555,984.3937377,0.669753086,2836.997716,1311.470432,0.115537743,78.37583891,327.0766944,0.172507966,0.249396926,0.027626331
335,314,2670.673871,0.032598039,665,39,490,39,0.995660895,3004.875634,2301.316498,0.997668998,2948.742074,2384.240947,0.002008102,56.13355992,82.92444841,0.002012794,0.03478023,0.019036443
230,107,3994.06499,0.007401961,151,37,112,36,0.996072316,4376.587471,2585.45675,0.99537037,4359.237364,2822.112817,0.000701945,17.35010683,236.6560674,0.00070521,0.083857763,0.003980078
27,502,2980.76621,0.009754902,199,39,146,39,0.879184623,3206.361117,2190.449354,0.948076923,3174.624071,2406.601782,0.0688923,31.73704573,216.152428,0.072665306,0.08981645,0.009997104
27,307,3776.618763,0.014215686,290,39,207,38,0.994132969,3970.663701,3254.651804,1,4029.374898,3179.277084,0.005867031,58.71119694,75.37472072,0.005867031,0.023708132,0.014570795
123,380,3460.354421,0.011813725,241,39,193,39,0.949191442,3876.842106,2375.672662,0.961752137,3825.732407,2522.019743,0.012560695,51.10969893,146.3470809,0.01306022,0.05802773,0.013359455
107,609,2446.38338,0.010490196,214,39,175,39,0.767582437,2840.968521,1065.603515,0.768457468,2868.464729,1117.444762,0.000875031,27.49620858,51.84124739,0.001138685,0.046392671,0.009585688
77,84,2332.569944,0.024362745,497,39,371,39,0.816084921,2627.44206,1443.534855,0.848019573,2608.470363,1532.874321,0.031934652,18.97169653,89.33946583,0.037657919,0.058282316,0.007273112
31,33,2682.337823,0.002401961,49,26,39,23,0.719488154,3070.073017,1356.85448,0.735507246,3161.78692,1446.404348,0.016019092,91.71390367,89.54986759,0.021779652,0.061912056,0.029006984
313,9,2159.284317,0.012745098,260,39,196,39,0.999756371,2317.210195,1868.45368,1,2322.468082,1991.521194,0.000243629,5.257887588,123.0675139,0.000243629,0.061795734,0.002263922
68,558,5153.21224,0.00745098,152,38,123,38,0.899413055,5492.341937,2910.874072,0.938157895,5466.565543,3389.26744,0.03874484,25.77639374,478.3933675,0.041298848,0.141149489,0.004715281
25,280,2591.150232,0.003921569,80,32,60,29,0.724464383,2615.90447,1101.381719,0.822413793,2700.201523,1474.012276,0.09794941,84.29705314,372.6305569,0.119099912,0.252800172,0.031218801
9,313,2245.747302,0.007107843,145,39,110,37,0.999644357,2665.279755,1612.006756,1,2678.172146,1679.119755,0.000355643,12.8923909,67.11299834,0.000355643,0.039969155,0.004813877
160,219,4059.828975,0.001029412,21,18,17,15,0.998887775,4345.539056,1688.084523,1,4226.09,2151.143333,0.001112225,119.4490557,463.0588099,0.001112225,0.215261718,0.028264674
224,498,3315.017552,0.012156863,248,39,188,39,0.877565641,3666.404117,2017.720057,0.905636956,3665.319932,2125.517489,0.028071314,1.084184788,107.7974321,0.030996211,0.050715853,0.000295795
80,522,2348.24881,0.010931373,223,39,168,39,0.93972945,2803.038012,1941.302146,0.967094017,2790.349908,2109.953647,0.027364567,12.68810423,168.6515016,0.028295664,0.079931378,0.004547137
522,11,4345.993954,0.003872549,79,32,59,28,0.94702308,4805.011365,2449.756333,0.946428571,4877.916155,2349.986976,0.000594509,72.90478927,99.76935634,0.00062816,0.042455281,0.014945888
663,10,2122.498186,0.00504902,103,34,87,33,0.953595874,2417.913913,1724.957501,0.98989899,2368.835278,1873.930258,0.036303116,49.07863539,148.9727567,0.036673556,0.079497493,0.020718467
354,439,1380.186758,0.001764706,36,24,26,19,0.988566035,1455.835853,1066.789847,0.921052632,1392.485088,961.6385088,0.067513404,63.35076541,105.1513384,0.073300267,0.109346015,0.045494753
16,638,3134.125408,0.00245098,50,28,35,22,0.903846223,3564.817047,2131.0839,0.977272727,3475.279697,2647.649924,0.073426504,89.53735021,516.5660245,0.075134097,0.195103597,0.02576407
105,224,3919.774774,0.038823529,792,39,610,39,0.982371313,4163.091375,3378.261105,0.988342262,4162.863327,3426.035878,0.005970949,0.228048036,47.77477302,0.006041378,0.013944621,5.48E-05
80,613,1926.078371,0.015735294,321,39,240,39,0.906318379,2155.251144,1373.455143,0.986111111,2118.660129,1605.689181,0.079792732,36.59101467,232.2340381,0.080916573,0.144632,0.017270828
348,97,2195.451204,0.005392157,110,37,86,35,0.995737751,2405.733717,1814.359979,1,2412.213286,1941.437667,0.004262249,6.479568815,127.0776872,0.004262249,0.065455456,0.002686151
582,482,1961.726056,0.001127451,23,17,16,13,0.732256326,2237.096413,1266.087776,0.769230769,2182.308846,1394.550385,0.036974443,54.78756698,128.4626091,0.048066776,0.092117582,0.025105322
48,522,3726.956824,0.007058824,144,38,108,37,0.980319391,4166.564302,2647.898126,1,4129.101265,3023.539846,0.019680609,37.46303732,375.6417202,0.019680609,0.124239051,0.009072928
131,638,2489.820033,0.00245098,50,29,38,22,0.745539748,2696.816713,1411.615529,0.848484848,2709.112955,1694.934773,0.102945101,12.29624108,283.3192438,0.121328154,0.167156429,0.004538844
522,95,2287.137233,0.005196078,106,37,73,33,0.787382812,2463.832477,1480.225627,0.909090909,2550.936212,1669.312485,0.121708097,87.10373509,189.0868578,0.133878906,0.113272296,0.034145791
354,367,1354.3238,0.007058824,144,39,117,37,0.913984269,1677.383651,1289.113556,0.936486486,1569.466596,1345.025049,0.022502218,107.9170558,55.91149313,0.024028342,0.041569109,0.068760339
394,367,3357.351278,0.005735294,117,37,90,34,0.913633652,3795.516985,1692.821335,0.990196078,3956.556176,1957.131318,0.076562426,161.0391903,264.3099825,0.07732047,0.135049692,0.040701859
9,522,1843.213379,0.008823529,180,39,123,37,0.983321077,2116.229656,1716.264537,1,2106.897131,1724.976345,0.016678923,9.332524467,8.71180766,0.016678923,0.005050393,0.004429511
367,243,4959.885161,0.002794118,57,29,38,24,0.952220826,5464.396032,2761.441902,0.927083333,5402.162951,2652.047014,0.025137493,62.23308034,109.3948882,0.027114599,0.041249227,0.01152003
230,471,2736.244495,0.01122549,229,39,173,38,0.993058287,2954.90409,1944.475816,1,2926.706357,2123.702234,0.006941713,28.19773337,179.2264178,0.006941713,0.084393384,0.00963463
224,655,5300.911726,0.010637255,217,39,164,39,0.898575635,5599.526764,2488.684946,0.951577127,5634.545179,2933.510657,0.053001492,35.0184155,444.8257111,0.055698577,0.151635962,0.00621495
224,97,4585.470697,0.004656863,95,35,75,31,0.971908656,5078.619108,2786.478175,1,5048.942455,2950.298136,0.028091344,29.67665304,163.8199608,0.028091344,0.055526578,0.005877796
380,683,1879.892801,0.001568627,32,20,27,16,0.987317674,1973.04315,1675.959105,1,1976.5675,1660.791875,0.012682326,3.524350447,15.16722996,0.012682326,0.009132529,0.001783066
517,471,3388.778703,0.001813725,37,22,30,21,0.977285277,3889.746511,1998.408587,1,3629.209802,2393.25627,0.022714723,260.5367093,394.8476825,0.022714723,0.164983453,0.071788826
80,27,3981.551705,0.018431373,376,39,295,39,0.826269637,4358.625942,2228.263201,0.884125134,4486.2941,2440.625566,0.057855497,127.6681578,212.3623642,0.065438132,0.087011448,0.028457376
335,367,1948.065828,0.024117647,492,39,370,39,0.962166171,2083.600071,1708.027561,0.975678407,2051.161868,1759.739695,0.013512236,32.43820241,51.71213385,0.013849067,0.02938624,0.01581455
224,121,3215.766091,0.002892157,59,34,46,30,0.950727491,3549.178107,1886.496409,0.983333333,3638.579222,1759.6085,0.032605843,89.40111481,126.8879093,0.033158484,0.072111444,0.024570336
310,224,2729.47149,0.010686275,218,39,169,39,0.968932555,3017.804324,2101.037315,0.984615385,2989.253007,2234.405146,0.01568283,28.55131783,133.367831,0.015927874,0.059688294,0.009551322
328,397,3486.877704,0.00622549,127,37,99,36,0.691413977,3792.864816,1526.134709,0.766600529,3760.267478,1760.065262,0.075186552,32.5973387,233.9305527,0.098077876,0.132910158,0.008668888
250,397,1514.797038,0.008039216,164,38,127,36,0.504402256,1693.092786,647.7236662,0.578240741,1740.83972,744.7142196,0.073838485,47.74693347,96.9905534,0.127695058,0.130238622,0.02742753
673,479,4758.443318,0.002598039,53,34,44,31,0.990807195,5176.622494,2116.16742,1,5083.445215,2463.127312,0.009192805,93.17727852,346.9598914,0.009192805,0.140861534,0.018329553
498,243,2265.883699,0.003431373,70,34,51,28,0.889518361,2538.186505,1272.050835,0.928571429,2504.682256,1625.30922,0.039053068,33.50424855,353.2583848,0.04205715,0.217348416,0.013376646
26,23,1235.351372,0.001666667,34,22,25,18,0.39436329,1412.854197,455.5442382,0.564814815,1465.283333,656.7673148,0.170451525,52.42913628,201.2230767,0.301783028,0.306384121,0.035780886
588,473,2419.870962,0.033970588,693,39,508,39,0.916710211,2604.203933,1790.78886,0.930383235,2583.394585,1890.443288,0.013673024,20.80934794,99.65442834,0.01469612,0.052714847,0.00805504
655,27,2901.218593,0.00754902,154,37,118,36,0.740000738,3338.508069,1632.335636,0.90787037,3314.760521,2252.417132,0.167869632,23.74754814,620.0814961,0.184904848,0.275296031,0.007164182
9,50,2686.349163,0.003921569,80,36,64,35,0.993659579,3045.234804,1467.098335,1,3151.544967,1482.03219,0.006340421,106.3101624,14.93385549,0.006340421,0.010076607,0.033732713
274,353,1723.813007,0.005882353,120,36,91,33,0.732022172,1926.97784,1083.752599,0.955772006,1948.809885,1387.651994,0.223749834,21.83204452,303.8993948,0.234103774,0.2190026,0.011202757
26,250,5547.140662,0.002107843,43,24,31,20,0.901830102,6061.426902,2382.50324,0.925,6052.31515,2845.7967,0.023169898,9.111751693,463.2934602,0.025048538,0.162799212,0.001505499
32,5,5075.540314,0.001372549,28,21,20,17,0.683972389,5558.992277,1390.707498,0.745098039,5466.041667,1722.880392,0.061125651,92.95061042,332.1728945,0.082037057,0.192800902,0.017005105
105,596,4555.760034,0.009362745,191,39,152,39,0.871871367,4983.646016,2457.196911,0.882376882,4977.390021,2555.469852,0.010505516,6.255994607,98.27294077,0.011905928,0.038455919,0.001256883
314,11,5104.387662,0.010931373,223,39,172,38,0.99305592,5719.235338,3366.959138,0.995614035,5667.087923,3765.577468,0.002558115,52.1474145,398.6183298,0.002569384,0.105858486,0.009201801
596,16,4651.611064,0.005686275,116,37,93,37,0.779702871,5037.14762,2283.708675,0.843693694,4973.840523,2570.139225,0.063990822,63.30709709,286.4305506,0.075846036,0.111445539,0.012728011
230,224,2363.51193,0.014803922,302,39,214,39,0.965000755,2650.91863,2065.117015,0.96984127,2586.316489,2165.006075,0.004840515,64.60214162,99.88905968,0.004991039,0.046138004,0.024978436
