id,pair_id,class,description,block,length,head_ver,tail_ver,polyline
340,,0,route 24's segment,"[19, 20]",254.892634183902,27,276,"[[110.341915, 19.985881], [110.342196, 19.985846], [110.342522, 19.985903], [110.343077, 19.985972], [110.343611, 19.986042], [110.344327, 19.98614989041096]]"
341,,0,route 24's segment,"[19, 20]",687.6759454199547,276,277,"[[110.344327, 19.98614989041096], [110.344414, 19.986163], [110.345161, 19.986254], [110.34572, 19.986324], [110.346181, 19.986372], [110.34625, 19.98638], [110.346319, 19.986389], [110.346402, 19.986398], [110.34668, 19.986424], [110.346762, 19.986437], [110.346988, 19.986463], [110.347196, 19.986489], [110.348125, 19.986606], [110.348533, 19.986654], [110.348785, 19.986684], [110.349523, 19.98678], [110.349605, 19.986788], [110.349731, 19.986806], [110.349874, 19.986832], [110.35003, 19.986849], [110.350595, 19.986914], [110.350642, 19.986918], [110.350853, 19.986940165656566]]"
342,,0,route 24's segment,"[19, 20]",676.8605729013977,277,274,"[[110.350853, 19.986940165656566], [110.351137, 19.98697], [110.351489, 19.98701], [110.351923, 19.987057], [110.352153, 19.987083], [110.353147, 19.987209], [110.353411, 19.987235], [110.354149, 19.987313], [110.354766, 19.987396], [110.355343, 19.987465], [110.35628, 19.987578], [110.357144, 19.987678], [110.35728020000006, 19.987693343154252]]"
343,,0,route 24's segment,"[19, 20]",509.7382234369528,274,273,"[[110.35728020000006, 19.987693343154252], [110.357721, 19.987743], [110.357964, 19.987769], [110.358685, 19.987856], [110.359275, 19.987934], [110.359722, 19.98799], [110.360352, 19.988056], [110.360764, 19.988116], [110.360994, 19.988147], [110.361198, 19.988173], [110.361879, 19.988255], [110.361975, 19.988264], [110.36211760000005, 19.98828085272728]]"
344,,0,route 24's segment,"[19, 20]",502.97408354475647,273,275,"[[110.36211760000005, 19.98828085272728], [110.362305, 19.988303], [110.36283, 19.988359], [110.363186, 19.988394], [110.364036, 19.98849], [110.364557, 19.988555], [110.365126, 19.988624], [110.36543, 19.988663], [110.366667, 19.988785], [110.366758, 19.988798], [110.366884, 19.988815], [110.36689660000003, 19.988816880104714]]"
345,,0,route 24's segment,"[19, 20]",493.36791804729654,275,26,"[[110.36689660000003, 19.988816880104714], [110.367266, 19.988872], [110.36786, 19.988945], [110.36865, 19.989049], [110.368993, 19.989093], [110.369045, 19.989097], [110.369154, 19.989106], [110.369705, 19.989171], [110.371569, 19.98945]]"
346,,0,route 24's segment,"[21, 23]",673.9230645951487,26,278,"[[110.371569, 19.98945], [110.371966, 19.989427], [110.372357, 19.98947], [110.373247, 19.989583], [110.373416, 19.989605], [110.37401, 19.98967], [110.374748, 19.98974], [110.375247, 19.989787], [110.375621, 19.98987], [110.376115, 19.990056], [110.376445, 19.990239], [110.376784, 19.990482], [110.377044, 19.99072], [110.377365, 19.991042], [110.377448, 19.991128], [110.37749190000007, 19.991174164682608]]"
347,,0,route 24's segment,"[21, 23]",574.9920450480018,278,28,"[[110.37749190000007, 19.991174164682608], [110.3777, 19.991393], [110.377765, 19.991463], [110.37799, 19.991688], [110.378446, 19.992127], [110.379401, 19.993056], [110.379453, 19.993108], [110.379579, 19.993234], [110.380373, 19.99401], [110.38059, 19.99421], [110.380829, 19.994475], [110.381024, 19.994648], [110.381102, 19.994701], [110.381263, 19.99493]]"
348,,0,route 25's segment,"[21, 23]",614.8074697695562,28,279,"[[110.381263, 19.99493], [110.381163, 19.995122], [110.381107, 19.99497], [110.38092, 19.994757], [110.380716, 19.994562], [110.380273, 19.994102], [110.379931, 19.993759], [110.379844, 19.993676], [110.37954, 19.993381], [110.379453, 19.993299], [110.379314, 19.993164], [110.37898, 19.992834], [110.378945, 19.992791], [110.377951, 19.991827], [110.377613, 19.991497], [110.377361, 19.991246], [110.37734071584471, 19.991224619403887]]"
349,,0,route 25's segment,"[21, 23]",657.2779194080213,279,26,"[[110.37734071584471, 19.991224619403887], [110.377287, 19.991168], [110.376944, 19.990816], [110.376693, 19.990586], [110.376337, 19.990313], [110.376046, 19.990156], [110.375816, 19.990056], [110.37559, 19.989983], [110.375365, 19.989935], [110.37474, 19.989852], [110.373841, 19.989779], [110.37329, 19.989714], [110.371569, 19.98945]]"
350,,0,route 25's segment,"[19, 20]",994.8385194080826,26,280,"[[110.371569, 19.98945], [110.370807, 19.98944], [110.369748, 19.989293], [110.369123, 19.989223], [110.368989, 19.989201], [110.36865, 19.989162], [110.368398, 19.989132], [110.367921, 19.98908], [110.367357, 19.98901], [110.367309, 19.989006], [110.367235, 19.988993], [110.366875, 19.98895], [110.365443, 19.988785], [110.365122, 19.988754], [110.363928, 19.988598], [110.363177, 19.988507], [110.362813, 19.988464], [110.362652, 19.988451], [110.36212077060499, 19.988393695371386]]"
351,,0,route 25's segment,"[19, 20]",536.9625567407559,280,281,"[[110.36212077060499, 19.988393695371386], [110.361966, 19.988377], [110.361871, 19.988359], [110.36148, 19.988307], [110.360994, 19.988255], [110.360803, 19.988234], [110.360464, 19.98819], [110.359766, 19.988103], [110.35947, 19.988073], [110.358759, 19.987982], [110.357938, 19.987891], [110.357713, 19.987869], [110.35702457970638, 19.98777937846408]]"
352,,0,route 25's segment,"[19, 20]",650.9382637600223,281,283,"[[110.35702457970638, 19.98777937846408], [110.356845, 19.987756], [110.355321, 19.987582], [110.354128, 19.987439], [110.353993, 19.987422], [110.353381, 19.987352], [110.353142, 19.987322], [110.352426, 19.987235], [110.352131, 19.987201], [110.35148, 19.987118], [110.351241, 19.987096], [110.35084352672581, 19.98705431740945]]"
353,,0,route 25's segment,"[19, 20]",512.1901862904125,283,282,"[[110.35084352672581, 19.98705431740945], [110.350707, 19.98704], [110.350603, 19.987027], [110.350482, 19.98701], [110.349718, 19.986914], [110.34947, 19.986888], [110.348737, 19.986797], [110.348051, 19.986714], [110.347174, 19.986606], [110.346966, 19.986576], [110.34671, 19.986549], [110.34668, 19.986541], [110.346306, 19.986502], [110.346207, 19.986484], [110.346146, 19.98648], [110.34598386795666, 19.986460634228155]]"
354,,0,route 25's segment,"[19, 20]",430.66686260083435,282,27,"[[110.34598386795666, 19.986460634228155], [110.345786, 19.986437], [110.345373, 19.98638], [110.345, 19.986337], [110.344249, 19.986254], [110.344167, 19.986246], [110.343932, 19.98622], [110.343624, 19.986194], [110.342886, 19.986107], [110.341915, 19.985881]]"
355,,0,route 26's segment,"[7, 8]",793.1259696329523,29,284,"[[110.266386, 20.003257], [110.266545, 20.003225], [110.266871, 20.00316], [110.268802, 20.002739], [110.269353, 20.002613], [110.270365, 20.002387], [110.271324, 20.002183], [110.271888, 20.002127], [110.272739, 20.002053], [110.273832, 20.001953], [110.273834, 20.00195289939638]]"
356,,0,route 26's segment,"[7, 8]",714.3084963821115,284,30,"[[110.273834, 20.00195289939638], [110.27582, 20.001853], [110.276306, 20.001849], [110.277917, 20.00184], [110.280061, 20.001853], [110.280666, 20.001891]]"
357,,0,route 26's segment,"[9, 10]",476.4509998661264,30,286,"[[110.280666, 20.001891], [110.280734, 20.001862], [110.28076, 20.001862], [110.281085, 20.001832], [110.283064, 20.001562], [110.284865, 20.00135], [110.284944, 20.001332], [110.28517920494323, 20.001308696284426]]"
358,,0,route 26's segment,"[9, 10]",531.4457616572148,286,285,"[[110.28517920494323, 20.001308696284426], [110.285378, 20.001289], [110.285972, 20.001263], [110.28628, 20.001241], [110.287322, 20.001211], [110.287582, 20.001202], [110.287786, 20.001202], [110.288572, 20.001198], [110.289071, 20.001194], [110.289484, 20.001202], [110.289939, 20.001211], [110.290009, 20.001211], [110.290247, 20.001215], [110.29026182624254, 20.001215084667628]]"
359,,0,route 26's segment,"[9, 10]",432.0660115239994,285,31,"[[110.29026182624254, 20.001215084667628], [110.291823, 20.001224], [110.292808, 20.001224], [110.294262, 20.001215], [110.294393, 20.001245]]"
360,,0,route 26's segment,"[11, 12]",482.68977197607734,31,287,"[[110.294393, 20.001245], [110.294453, 20.001211], [110.294874, 20.001215], [110.29727, 20.001228], [110.297326, 20.001228], [110.298498, 20.001228], [110.298676, 20.001237], [110.298876, 20.001237], [110.29900217555983, 20.001237437350294]]"
361,,0,route 26's segment,"[11, 12]",365.4611081022142,287,288,"[[110.29900217555983, 20.001237437350294], [110.30003, 20.001241], [110.300386, 20.001241], [110.300729, 20.001241], [110.30122, 20.001241], [110.30138, 20.001246], [110.301762, 20.00125], [110.301836, 20.00125], [110.302114, 20.001246], [110.302201, 20.001246], [110.302491, 20.001241], [110.30249960451864, 20.001241]]"
362,,0,route 26's segment,"[11, 12]",346.1602718082028,288,32,"[[110.30249960451864, 20.001241], [110.302734, 20.001241], [110.305812, 20.001294]]"
363,,0,route 27's segment,"[11, 12]",346.814858339794,32,291,"[[110.305812, 20.001294], [110.30569, 20.001332], [110.304444, 20.001315], [110.303806, 20.001311], [110.302734, 20.001328], [110.302561, 20.001332], [110.30249970000007, 20.001332]]"
364,,0,route 27's segment,"[11, 12]",227.44713936999568,291,290,"[[110.30249970000007, 20.001332], [110.302201, 20.001332], [110.302122, 20.001332], [110.301853, 20.001328], [110.301758, 20.001324], [110.301398, 20.001324], [110.300738, 20.001311], [110.30032320000005, 20.001311]]"
365,,0,route 27's segment,"[11, 12]",286.61732975253653,290,289,"[[110.30032320000005, 20.001311], [110.300035, 20.001311], [110.298954, 20.001306], [110.298676, 20.001306], [110.298442, 20.001302], [110.29806, 20.001302], [110.29758020000004, 20.00130458652291]]"
366,,0,route 27's segment,"[11, 12]",333.52800605812,289,31,"[[110.29758020000004, 20.00130458652291], [110.297318, 20.001306], [110.295738, 20.001306], [110.294905, 20.001311], [110.294393, 20.001245]]"
367,,0,route 27's segment,"[9, 10]",426.37061520973566,31,292,"[[110.294393, 20.001245], [110.29431, 20.001302], [110.294236, 20.001302], [110.293832, 20.001293], [110.292817, 20.001293], [110.291823, 20.001302], [110.291328, 20.001302], [110.290508, 20.001302], [110.29033240000008, 20.001302]]"
368,,0,route 27's segment,"[9, 10]",534.4804877450028,292,293,"[[110.29033240000008, 20.001302], [110.290043, 20.001302], [110.289983, 20.001306], [110.28977, 20.001302], [110.288676, 20.001285], [110.288051, 20.00128], [110.287782, 20.001272], [110.287561, 20.001272], [110.287322, 20.00128], [110.286866, 20.001289], [110.286194, 20.001328], [110.285846, 20.001372], [110.28522380000005, 20.001412012861735]]"
369,,0,route 27's segment,"[9, 10]",481.6832416210771,293,30,"[[110.28522380000005, 20.001412012861735], [110.284913, 20.001432], [110.283077, 20.001649], [110.281849, 20.001814], [110.281094, 20.00191], [110.28076, 20.001944], [110.280666, 20.001891]]"
370,,0,route 27's segment,"[7, 8]",716.5105551778508,30,294,"[[110.280666, 20.001891], [110.280603, 20.001944], [110.280265, 20.001944], [110.277917, 20.001901], [110.276762, 20.001901], [110.275894, 20.001905], [110.273845, 20.002014], [110.273834, 20.00201514141414]]"
371,,0,route 27's segment,"[7, 8]",791.2574736483728,294,29,"[[110.273834, 20.00201514141414], [110.272756, 20.002127], [110.272057, 20.002196], [110.271385, 20.00227], [110.271089, 20.002318], [110.270386, 20.002465], [110.269753, 20.0026], [110.268802, 20.002804], [110.266386, 20.003257]]"
372,,0,route 28's segment,"[11, 13]",910.5274493362184,33,295,"[[110.306853, 20.016164], [110.30684, 20.015985], [110.306866, 20.015226], [110.306875, 20.015022], [110.306923, 20.013754], [110.306949, 20.013229], [110.30697, 20.01309], [110.307179, 20.012331], [110.307214, 20.012105], [110.307222, 20.011845], [110.307218, 20.011771], [110.307214, 20.011519], [110.307179, 20.010707], [110.307131, 20.010048], [110.307131, 20.009996], [110.30710233006957, 20.008009173820483]]"
373,,0,route 28's segment,"[11, 13]",762.6600388586342,295,32,"[[110.30710233006957, 20.008009173820483], [110.307101, 20.007917], [110.307088, 20.007192], [110.307057, 20.00645], [110.307023, 20.006155], [110.307014, 20.006102], [110.306923, 20.005647], [110.306836, 20.005286], [110.306519, 20.004332], [110.306389, 20.003941], [110.306285, 20.003624], [110.306194, 20.00329], [110.306068, 20.002808], [110.306016, 20.002491], [110.305942, 20.001944], [110.305812, 20.001294]]"
374,,0,route 28's segment,"[12, 13]",383.6324956773098,32,296,"[[110.305812, 20.001294], [110.305747, 20.001241], [110.30566, 20.001011], [110.305499, 20.000681], [110.305399, 20.00046], [110.305169, 19.999974], [110.305056, 19.999696], [110.305009, 19.999492], [110.30497, 19.999271], [110.304957, 19.998876], [110.30494812832141, 19.998011504208552]]"
375,,0,route 28's segment,"[12, 13]",369.35530551836985,296,34,"[[110.30494812832141, 19.998011504208552], [110.304948, 19.997999], [110.304948, 19.997947], [110.30497, 19.996806], [110.30497, 19.996029], [110.30497, 19.99469]]"
376,,0,route 29's segment,"[12, 13]",747.10865024891,34,297,"[[110.30497, 19.99469], [110.305043, 19.994922], [110.305043, 19.995117], [110.305043, 19.995603], [110.305039, 19.996033], [110.305039, 19.996168], [110.305035, 19.996823], [110.305035, 19.997947], [110.305039, 19.997995], [110.305017, 19.99908], [110.305035, 19.99931], [110.305113, 19.999679], [110.305213, 19.999896], [110.30549, 20.000417], [110.305603, 20.000647], [110.30580069397219, 20.001259]]"
377,,0,route 29's segment,"[12, 13]",4.067168734588612,297,32,"[[110.30580069397219, 20.001259], [110.305812, 20.001294]]"
378,,0,route 29's segment,"[11, 13]",760.3269032820162,32,298,"[[110.305812, 20.001294], [110.305885, 20.001337], [110.305946, 20.001536], [110.306024, 20.00194], [110.306081, 20.002296], [110.306102, 20.002448], [110.306276, 20.003281], [110.306589, 20.00424], [110.306931, 20.005269], [110.30701, 20.005621], [110.30704, 20.005786], [110.307057, 20.005842], [110.307109, 20.006102], [110.307153, 20.006515], [110.307174, 20.007023], [110.307192, 20.007878], [110.30719393829084, 20.007945300000028]]"
379,,0,route 29's segment,"[11, 13]",439.370316061552,298,299,"[[110.30719393829084, 20.007945300000028], [110.307253, 20.009996], [110.307253, 20.010048], [110.307253, 20.010703], [110.307287, 20.011263], [110.307296, 20.011788], [110.307292, 20.011862], [110.307292, 20.011894827357246]]"
380,,0,route 29's segment,"[11, 13]",478.48925994876737,299,33,"[[110.307292, 20.011894827357246], [110.307292, 20.012105], [110.307231, 20.012457], [110.307044, 20.013108], [110.307014, 20.013754], [110.306975, 20.014796], [110.306853, 20.016164]]"
381,382.0,1,二级route 0's segment,[2],474.96417494677024,123,301,"[[110.32727994396778, 20.01941678424014], [110.32705460000007, 20.019685400000025], [110.32679500000008, 20.01997320000005], [110.32634420000007, 20.02055020000007], [110.32606460000007, 20.020775600000047], [110.32581220000004, 20.020892900000046], [110.32526070000007, 20.021046600000044], [110.32520530000006, 20.021098300000073], [110.32516820000008, 20.02116970000004], [110.32504190000004, 20.02155750000004], [110.32500270000004, 20.021690100000068], [110.32499480000008, 20.02181790000004], [110.32498490000008, 20.02202330000007], [110.32499480000008, 20.022263900000052], [110.32501250000008, 20.02236940000007], [110.32507290000008, 20.02258740000003], [110.32509507055778, 20.022667464699612]]"
382,381.0,1,二级route 0's segment,[2],474.96417494677024,301,123,"[[110.32509507055778, 20.022667464699612], [110.32507290000008, 20.02258740000003], [110.32501250000008, 20.02236940000007], [110.32499480000008, 20.022263900000052], [110.32498490000008, 20.02202330000007], [110.32499480000008, 20.02181790000004], [110.32500270000004, 20.021690100000068], [110.32504190000004, 20.02155750000004], [110.32516820000008, 20.02116970000004], [110.32520530000006, 20.021098300000073], [110.32526070000007, 20.021046600000044], [110.32581220000004, 20.020892900000046], [110.32606460000007, 20.020775600000047], [110.32634420000007, 20.02055020000007], [110.32679500000008, 20.01997320000005], [110.32705460000007, 20.019685400000025], [110.32727994396778, 20.01941678424014]]"
383,384.0,1,二级route 0's segment,[2],118.11563310058224,301,300,"[[110.32509507055778, 20.022667464699612], [110.32510120000008, 20.022689600000046], [110.32518390000008, 20.02293880000003], [110.32535190000006, 20.023292800000046], [110.32542650000006, 20.023677200000076]]"
384,383.0,1,二级route 0's segment,[2],118.11563310058224,300,301,"[[110.32542650000006, 20.023677200000076], [110.32535190000006, 20.023292800000046], [110.32518390000008, 20.02293880000003], [110.32510120000008, 20.022689600000046], [110.32509507055778, 20.022667464699612]]"
385,386.0,1,二级route 1's segment,[13],415.73951365146405,302,73,"[[110.323013, 20.013186], [110.32252140000004, 20.01380100000007], [110.32229380000008, 20.014007700000047], [110.32172100000004, 20.014617100000077], [110.32103450000007, 20.015415500000028], [110.32071580000003, 20.01589660000003], [110.32065890000008, 20.01612830000006], [110.32065607034802, 20.016156522489005]]"
386,385.0,1,二级route 1's segment,[13],415.73951365146405,73,302,"[[110.32065607034802, 20.016156522489005], [110.32065890000008, 20.01612830000006], [110.32071580000003, 20.01589660000003], [110.32103450000007, 20.015415500000028], [110.32172100000004, 20.014617100000077], [110.32229380000008, 20.014007700000047], [110.32252140000004, 20.01380100000007], [110.323013, 20.013186]]"
387,388.0,1,二级route 2's segment,[13],803.4083958213151,303,302,"[[110.31540670000005, 20.01422310000005], [110.31678450000005, 20.014008900000032], [110.31853770000005, 20.013746600000058], [110.32165770000007, 20.01328570000005], [110.32180950000004, 20.013273800000047], [110.323013, 20.013186]]"
388,387.0,1,二级route 2's segment,[13],803.4083958213151,302,303,"[[110.323013, 20.013186], [110.32180950000004, 20.013273800000047], [110.32165770000007, 20.01328570000005], [110.31853770000005, 20.013746600000058], [110.31678450000005, 20.014008900000032], [110.31540670000005, 20.01422310000005]]"
389,390.0,1,二级route 3's segment,[13],180.84462515491623,304,307,"[[110.32794260000004, 20.005876100000034], [110.32707180000007, 20.00626760000007], [110.32637530000007, 20.00656600000003]]"
390,389.0,1,二级route 3's segment,[13],180.84462515491623,307,304,"[[110.32637530000007, 20.00656600000003], [110.32707180000007, 20.00626760000007], [110.32794260000004, 20.005876100000034]]"
391,392.0,1,二级route 3's segment,[13],153.91378661371618,307,306,"[[110.32637530000007, 20.00656600000003], [110.32637530000007, 20.00656600000003], [110.32503490000006, 20.007140100000026]]"
392,391.0,1,二级route 3's segment,[13],153.91378661371618,306,307,"[[110.32503490000006, 20.007140100000026], [110.32637530000007, 20.00656600000003], [110.32637530000007, 20.00656600000003]]"
393,394.0,1,二级route 3's segment,[13],196.57515755348453,306,305,"[[110.32503490000006, 20.007140100000026], [110.32503490000006, 20.007140100000026], [110.32332300000003, 20.00787340000006]]"
394,393.0,1,二级route 3's segment,[13],196.57515755348453,305,306,"[[110.32332300000003, 20.00787340000006], [110.32503490000006, 20.007140100000026], [110.32503490000006, 20.007140100000026]]"
395,396.0,1,二级route 4's segment,[4],308.17938388013846,309,308,"[[110.33408500000003, 20.031139800000073], [110.33699880000007, 20.03070710000004]]"
396,395.0,1,二级route 4's segment,[4],308.17938388013846,308,309,"[[110.33699880000007, 20.03070710000004], [110.33408500000003, 20.031139800000073]]"
397,398.0,1,二级route 4's segment,[4],304.1792082713621,308,112,"[[110.33699880000007, 20.03070710000004], [110.33699880000007, 20.03070710000004], [110.33918090000004, 20.030413000000078], [110.33974649464606, 20.030014083079926]]"
398,397.0,1,二级route 4's segment,[4],304.1792082713621,112,308,"[[110.33974649464606, 20.030014083079926], [110.33918090000004, 20.030413000000078], [110.33699880000007, 20.03070710000004], [110.33699880000007, 20.03070710000004]]"
399,400.0,1,二级route 5's segment,[4],261.7134534774058,113,310,"[[110.33800192596445, 20.02590090747521], [110.33707100000005, 20.026730800000063], [110.33643980000006, 20.02771370000006]]"
400,399.0,1,二级route 5's segment,[4],261.7134534774058,310,113,"[[110.33643980000006, 20.02771370000006], [110.33707100000005, 20.026730800000063], [110.33800192596445, 20.02590090747521]]"
401,402.0,1,二级route 6's segment,[4],228.45959163625113,311,308,"[[110.33742280000008, 20.032722700000033], [110.33699880000007, 20.03070710000004]]"
402,401.0,1,二级route 6's segment,[4],228.45959163625113,308,311,"[[110.33699880000007, 20.03070710000004], [110.33742280000008, 20.032722700000033]]"
403,404.0,1,二级route 6's segment,[4],119.43067370671508,308,312,"[[110.33699880000007, 20.03070710000004], [110.33699880000007, 20.03070710000004], [110.33680120000004, 20.029649200000062]]"
404,403.0,1,二级route 6's segment,[4],119.43067370671508,312,308,"[[110.33680120000004, 20.029649200000062], [110.33699880000007, 20.03070710000004], [110.33699880000007, 20.03070710000004]]"
405,406.0,1,二级route 6's segment,[4],218.50438827123344,312,310,"[[110.33680120000004, 20.029649200000062], [110.33680120000004, 20.029649200000062], [110.33643980000006, 20.02771370000006]]"
406,405.0,1,二级route 6's segment,[4],218.50438827123344,310,312,"[[110.33643980000006, 20.02771370000006], [110.33680120000004, 20.029649200000062], [110.33680120000004, 20.029649200000062]]"
407,408.0,1,二级route 6's segment,[4],621.4831569484921,310,225,"[[110.33643980000006, 20.02771370000006], [110.33643980000006, 20.02771370000006], [110.33165830000003, 20.025108400000033], [110.33123686920818, 20.025108400000033]]"
408,407.0,1,二级route 6's segment,[4],621.4831569484921,225,310,"[[110.33123686920818, 20.025108400000033], [110.33165830000003, 20.025108400000033], [110.33643980000006, 20.02771370000006], [110.33643980000006, 20.02771370000006]]"
409,410.0,1,二级route 7's segment,[2],497.01305802576513,300,314,"[[110.32542650000006, 20.023677200000076], [110.32412030000008, 20.02278160000004], [110.32374230000006, 20.02254350000005], [110.32331880000005, 20.02235520000006], [110.32278950000007, 20.02220840000008], [110.32207110000003, 20.022048300000062], [110.32132960000008, 20.021923800000035], [110.32115650000004, 20.021928900000045]]"
410,409.0,1,二级route 7's segment,[2],497.01305802576513,314,300,"[[110.32115650000004, 20.021928900000045], [110.32132960000008, 20.021923800000035], [110.32207110000003, 20.022048300000062], [110.32278950000007, 20.02220840000008], [110.32331880000005, 20.02235520000006], [110.32374230000006, 20.02254350000005], [110.32412030000008, 20.02278160000004], [110.32542650000006, 20.023677200000076]]"
411,412.0,1,二级route 7's segment,[2],644.3121899906138,314,313,"[[110.32115650000004, 20.021928900000045], [110.32115650000004, 20.021928900000045], [110.32091830000003, 20.02193660000007], [110.31515160000005, 20.02323050000008]]"
412,411.0,1,二级route 7's segment,[2],644.3121899906138,313,314,"[[110.31515160000005, 20.02323050000008], [110.32091830000003, 20.02193660000007], [110.32115650000004, 20.021928900000045], [110.32115650000004, 20.021928900000045]]"
413,414.0,1,二级route 7's segment,[2],505.1363376043646,313,315,"[[110.31515160000005, 20.02323050000008], [110.31515160000005, 20.02323050000008], [110.31253880000004, 20.023807200000032], [110.31222850000007, 20.02387570000003], [110.31044750000008, 20.024280600000065]]"
414,413.0,1,二级route 7's segment,[2],505.1363376043646,315,313,"[[110.31044750000008, 20.024280600000065], [110.31222850000007, 20.02387570000003], [110.31253880000004, 20.023807200000032], [110.31515160000005, 20.02323050000008], [110.31515160000005, 20.02323050000008]]"
415,416.0,1,二级route 8's segment,[2],342.31308162855385,316,313,"[[110.31339030000005, 20.02582640000004], [110.31416730000008, 20.024681300000065], [110.31515160000005, 20.02323050000008]]"
416,415.0,1,二级route 8's segment,[2],342.31308162855385,313,316,"[[110.31515160000005, 20.02323050000008], [110.31416730000008, 20.024681300000065], [110.31339030000005, 20.02582640000004]]"
417,418.0,1,二级route 9's segment,[4],168.5026597814151,114,317,"[[110.347752, 20.033523009744215], [110.347752, 20.033573], [110.34780070000006, 20.033969900000056], [110.34774750000004, 20.03445000000006], [110.34772870000008, 20.035032900000044]]"
418,417.0,1,二级route 9's segment,[4],168.5026597814151,317,114,"[[110.34772870000008, 20.035032900000044], [110.34774750000004, 20.03445000000006], [110.34780070000006, 20.033969900000056], [110.347752, 20.033573], [110.347752, 20.033523009744215]]"
419,420.0,1,二级route 10's segment,[5],84.34679353483968,319,318,"[[110.34640480000003, 20.03336760000003], [110.34619920000007, 20.033259100000077], [110.34590900000008, 20.03309870000005], [110.34571850000005, 20.03296960000007]]"
420,419.0,1,二级route 10's segment,[5],84.34679353483968,318,319,"[[110.34571850000005, 20.03296960000007], [110.34590900000008, 20.03309870000005], [110.34619920000007, 20.033259100000077], [110.34640480000003, 20.03336760000003]]"
421,422.0,1,二级route 10's segment,[5],435.2574065326216,318,105,"[[110.34571850000005, 20.03296960000007], [110.34571850000005, 20.03296960000007], [110.34469850000006, 20.032116400000074], [110.34385360000006, 20.031451900000047], [110.34267130000008, 20.030471800000054], [110.34254918723411, 20.030471800000054]]"
422,421.0,1,二级route 10's segment,[5],435.2574065326216,105,318,"[[110.34254918723411, 20.030471800000054], [110.34267130000008, 20.030471800000054], [110.34385360000006, 20.031451900000047], [110.34469850000006, 20.032116400000074], [110.34571850000005, 20.03296960000007], [110.34571850000005, 20.03296960000007]]"
423,424.0,1,二级route 11's segment,[4],112.46339698823527,317,323,"[[110.34772870000008, 20.035032900000044], [110.34773190000006, 20.03598960000006], [110.34773130000004, 20.036044300000025]]"
424,423.0,1,二级route 11's segment,[4],112.46339698823527,323,317,"[[110.34773130000004, 20.036044300000025], [110.34773190000006, 20.03598960000006], [110.34772870000008, 20.035032900000044]]"
425,426.0,1,二级route 11's segment,[4],110.69951346694283,323,322,"[[110.34773130000004, 20.036044300000025], [110.34773130000004, 20.036044300000025], [110.34772870000008, 20.036292900000046], [110.34747600000004, 20.037001100000065]]"
426,425.0,1,二级route 11's segment,[4],110.69951346694283,322,323,"[[110.34747600000004, 20.037001100000065], [110.34772870000008, 20.036292900000046], [110.34773130000004, 20.036044300000025], [110.34773130000004, 20.036044300000025]]"
427,428.0,1,二级route 11's segment,[4],185.30054591147228,322,320,"[[110.34747600000004, 20.037001100000065], [110.34747600000004, 20.037001100000065], [110.34734960000004, 20.037355600000023], [110.34686540000008, 20.03856550000007]]"
428,427.0,1,二级route 11's segment,[4],185.30054591147228,320,322,"[[110.34686540000008, 20.03856550000007], [110.34734960000004, 20.037355600000023], [110.34747600000004, 20.037001100000065], [110.34747600000004, 20.037001100000065]]"
429,430.0,1,二级route 11's segment,[4],251.63107461446143,320,321,"[[110.34686540000008, 20.03856550000007], [110.34686540000008, 20.03856550000007], [110.34598960000007, 20.04067360000006]]"
430,429.0,1,二级route 11's segment,[4],251.63107461446143,321,320,"[[110.34598960000007, 20.04067360000006], [110.34686540000008, 20.03856550000007], [110.34686540000008, 20.03856550000007]]"
431,432.0,1,二级route 12's segment,[2],426.38298803233863,314,325,"[[110.32115650000004, 20.021928900000045], [110.32110980000006, 20.022163000000045], [110.32088160000008, 20.02318730000003], [110.32045250000006, 20.02542710000007], [110.32039880000004, 20.02569650000005]]"
432,431.0,1,二级route 12's segment,[2],426.38298803233863,325,314,"[[110.32039880000004, 20.02569650000005], [110.32045250000006, 20.02542710000007], [110.32088160000008, 20.02318730000003], [110.32110980000006, 20.022163000000045], [110.32115650000004, 20.021928900000045]]"
433,434.0,1,二级route 12's segment,[2],98.91840283661143,325,326,"[[110.32039880000004, 20.02569650000005], [110.32039880000004, 20.02569650000005], [110.32034520000003, 20.02596600000005], [110.32032730000005, 20.026581200000077]]"
434,433.0,1,二级route 12's segment,[2],98.91840283661143,326,325,"[[110.32032730000005, 20.026581200000077], [110.32034520000003, 20.02596600000005], [110.32039880000004, 20.02569650000005], [110.32039880000004, 20.02569650000005]]"
435,436.0,1,二级route 12's segment,[2],170.450108068228,326,327,"[[110.32032730000005, 20.026581200000077], [110.32032730000005, 20.026581200000077], [110.32030130000005, 20.02811390000006]]"
436,435.0,1,二级route 12's segment,[2],170.450108068228,327,326,"[[110.32030130000005, 20.02811390000006], [110.32032730000005, 20.026581200000077], [110.32032730000005, 20.026581200000077]]"
437,438.0,1,二级route 12's segment,[2],190.77912001342509,327,324,"[[110.32030130000005, 20.02811390000006], [110.32030130000005, 20.02811390000006], [110.32027220000005, 20.02982940000005]]"
438,437.0,1,二级route 12's segment,[2],190.77912001342509,324,327,"[[110.32027220000005, 20.02982940000005], [110.32030130000005, 20.02811390000006], [110.32030130000005, 20.02811390000006]]"
