rmse_whole_matching_probability,mape_whole_matching_probability,rmse_shared_distance,mape_shared_distance,rmse_save_distance,mape_save_distance,rmse_traveling_distance,mape_traveling_distance
0.02481677235298434,4.450581203404487,0.4409034710199371,5.458223146802642,0.4624990460627609,6.049287668918898,0.04138094450497436,0.10632058012963434
0.020364222513291147,3.999693447573823,0.6028592236264351,5.383768498583563,0.6484658653748278,5.759695079420264,0.06315814136744251,0.08219399510663303
0.020056844097772388,4.154832262899462,0.4501669630480531,5.738359025091532,0.4628457728788445,6.366825694145084,0.03491131573374576,0.10216574184701588
0.019010388330773155,4.034823550445872,0.5186663412040065,5.474629935058408,0.539828814593004,5.9552038261224,0.04173265769451537,0.09752745517102415
0.01831745058471047,4.294934698557001,0.5174513599112371,6.328519584759333,0.5181172834179334,6.889935862485147,0.04433831977596553,0.11011805259370475
0.021315074189689486,4.051437523178565,0.2953486071854979,4.989680803539809,0.30551986056200525,5.757612418257058,0.040275088062059025,0.14130371114910134
0.025513754499740582,8.017135887372858,0.427812919192055,9.33446418175766,0.46227449645365926,10.652886872142984,0.035554563526946366,0.10887074331139329
0.021280802284942616,4.67796692882737,0.40683426480577767,5.611590552713606,0.38970771841794277,5.974913709946674,0.06787747294595707,0.18011259339382965
0.01854573576968914,4.026882779089109,0.4162728519877113,5.107878562288842,0.40610941023372504,5.500754401935033,0.06693192923862464,0.13671190838492273
0.029163705797928187,4.746326534614741,0.7194043036161446,5.949693281782159,0.6827143004308902,6.364860171616064,0.05613454172815842,0.1335619412189086
0.0223456906887402,3.980552734367817,0.5591462694481042,5.27461706478573,0.5467705355642182,5.655087195231681,0.042277580832248904,0.10021934495243905
0.021349588110521043,4.516077776621868,0.5439939654181066,5.650276819462999,0.5590639297953776,6.113453988927221,0.05585638073690693,0.10562509456408624
0.023230802335056158,4.471122185662235,0.38697035578703565,5.355239070454463,0.4017033322041906,5.949121300251327,0.04682268490739124,0.12961911920786046
0.021059825842761358,4.5008416161396605,0.4922191432315683,5.799769305014639,0.499041658051687,6.239091964004244,0.06618274293810443,0.14873986935721653
0.025655657662172652,5.158798244013708,0.8713642634740915,7.530862884291851,0.8719825263770432,8.14568368898418,0.04418476831635906,0.07203952361531592
0.0187626015838687,4.205554961563601,0.667856362278515,5.681063037353733,0.6666196652120995,6.001333222434611,0.08695965579742826,0.12113062071350159
0.021623833216120113,3.996769807958793,0.7100806549609558,5.142036926508211,0.7240554133389445,5.485216431493358,0.05982387870814501,0.09011220467764813
0.025976494986607875,5.700448310702569,0.2920899906432262,6.513951678450581,0.3002907208895631,7.5610416383942,0.03042532525199634,0.1371714288127873
0.02855949938077308,5.784133792092981,0.35318955506308713,6.2737400698809065,0.3322175359513643,6.932227818262964,0.0524849400062464,0.17715981207161413
0.024776325863788428,5.091718670140041,0.37884917296415693,5.7322451501552285,0.38118670553489087,6.41722179291032,0.0375045247239893,0.12551812977016724
0.03581329409580126,5.055235197223484,0.6243679747484936,6.130220347893184,0.6387373569622549,6.749690384997583,0.03837987381159152,0.1160514815677738
0.024275734700322668,3.9832236900890208,0.5427054752252672,4.759551571129321,0.5570174226480287,5.124193932065254,0.03682236876768191,0.0742207202354117
0.019105895500171534,4.226047767215344,0.617488154754109,6.1621174511994266,0.6299876645614004,6.745930730186686,0.06086103900749905,0.1106359703217291
0.02075417664724999,4.5249404079211635,0.5885808358200537,6.58716437976688,0.5885154254612622,7.1849456760345465,0.07988345422774881,0.13787224393487985
0.020279888184808872,3.9469783797493383,0.5597543275683979,5.00657448625699,0.5612576318453266,5.317964414191176,0.051315659044415964,0.10001667770786152
0.024335244547195403,4.954034290465563,0.5249755298094889,5.617826079447382,0.5390619801738377,6.179945545803779,0.046956254434724426,0.09853546810320711
0.022540580359248785,4.658103307273841,0.3640393945199026,5.528404034903692,0.37527286000107496,6.047372846639054,0.04301464321133808,0.12382485263418108
0.02579276323121189,7.0455407881681795,0.40971862751668553,8.502919514915748,0.3886468759783668,9.627346564232079,0.02806892826050219,0.0971174412572461
0.017927372588014294,4.025305119936055,0.473729590905084,5.1686266121269915,0.46586788447486643,5.4989159503995655,0.0784685986918325,0.16322476284541598
0.020640699849389484,4.328224890165088,0.30655731932039254,5.079850035617238,0.32033092896542614,5.687374469020292,0.03733331764499384,0.13555229062315094
0.023779569827497463,6.046873390560898,0.6592959147932511,7.454607451254565,0.6673514510010399,7.915610909062916,0.07907897812397137,0.15452487905253168
0.01865076913273555,5.991516915656736,0.6447457542828717,7.575642040174676,0.654928135277111,7.968428207303863,0.07852314463496055,0.13668658310155052
0.02135620646098911,4.417690134804581,0.7906666668431362,6.67468362120017,0.8013306321902058,7.2164039967970295,0.07646631654800579,0.11762960775160368
0.021327742213347902,7.096586619788252,0.5099537007640972,9.98946668294654,0.5347541522637085,9.542543693864408,0.06749540181280786,0.18112255917874792
0.020876222743461667,3.805722956768264,0.4551872930943095,5.241820856332754,0.4719859721013138,5.82653971726313,0.02986058608470705,0.08479071940396826
0.019276049924358638,6.7464483434667954,0.22411345958231482,7.5685380451641135,0.2330347092233017,8.746841136575128,0.05248163628545152,0.2192743448297634
0.021504689354468913,4.897521600079053,0.41585822267587974,6.072332886176812,0.4192161723397706,6.61929533872281,0.04267579557522164,0.12550318893814652
0.01842783144742992,3.8781988698353693,0.5226281180370357,5.106718045740601,0.5244866367372327,5.4285561417428525,0.03964904011873635,0.08947065378235322
0.024789633671800204,4.738904734675535,0.7197160046081521,5.928245184749071,0.7276320729364353,6.238763361482997,0.03589195617519371,0.06785815102720236
0.02397638967371675,4.122553675864551,0.8326305533502573,4.903150303135823,0.8425663313481425,5.148832411472749,0.07415619245979764,0.08195006640056011
0.018265519340537165,3.9337455151115583,0.7587633568490547,6.021845660520054,0.771770438903951,6.45690559895954,0.07990295023770498,0.1271976512121786
0.01766747105967749,3.7165139271620755,0.48705013970291317,5.3568415605278075,0.4909947841400874,5.810288380332002,0.06315717318553503,0.13228375593209848
0.025507403068740865,5.08454591920519,0.541627646886759,5.77510524842779,0.5386805606109835,6.111075503173727,0.07998580083530792,0.13271843138643286
0.01866945737920727,3.9879619616478834,0.46510548522467493,5.360743049455604,0.4399985948383874,5.682386438916002,0.08765014064201329,0.14667845054364603
0.024808262907379187,8.971297673322265,0.16888178303697857,13.174202332238732,0.18823012671713543,-0.793103343777848,0.043607178223743694,0.26222750709996173
