rmse_whole_matching_probability,mape_whole_matching_probability,rmse_shared_distance,mape_shared_distance,rmse_save_distance,mape_save_distance,rmse_traveling_distance,mape_traveling_distance
0.011056484677176261,1.7785212262208234,0.17727349472597156,2.130864295677003,0.1769910255381582,2.29584712343657,0.02150426033597208,0.05583690567744437
0.010220638978742978,2.554470348489818,0.38152033027756227,3.8418936182104853,0.40022246176402854,4.02434446129401,0.036459100265664936,0.04179667130178112
0.009748680970943611,2.5403276468580236,0.2077153446202946,3.2829724002250935,0.21036646203167556,3.602204042974547,0.027356932120673947,0.07473848551014797
0.009219684248300492,2.0299946068049737,0.23563047212620808,2.6727064155561933,0.2469791274914803,2.921477252178054,0.029519345471239297,0.061452914102312794
0.009171345880975278,2.4536461897045037,0.24510046875137095,3.3113572927018398,0.256667344502882,3.665042404666404,0.032881238304398215,0.07345737188436469
0.008219557648304725,1.6474905737221617,0.11162290339342543,1.9630005522684035,0.1235006976088266,2.335779978860223,0.025891909130570004,0.09490906838823844
0.012372075166125176,4.1536685092513626,0.18194750104380247,4.645048782821959,0.1850003901630875,4.532362084365037,0.030521287020711135,0.09550674701569421
0.009332203483691523,2.4478657155395958,0.17187859239381162,2.8104616708916943,0.17637712320537235,3.0088365535447203,0.048578357013390014,0.11998166026763905
0.009004258557448786,2.3117811916661064,0.17958685684081602,2.6994837497492474,0.17213054987622606,2.9148913376672443,0.04997455136319758,0.09575080082539751
0.01666086859864476,2.6790810813817165,0.4037978563937604,3.2755748692710287,0.3786909245825986,3.4685140664168155,0.04517394745386349,0.1043606257400384
0.009243942950640622,1.5839040491738057,0.21169861306175403,2.0436558945998518,0.19889253997205306,2.157017704860209,0.03308918403952782,0.07237587223304494
0.009116099198033415,2.3242761673884345,0.23805331571190316,2.884984542722702,0.24325723225442705,3.113508946047599,0.03636230197590391,0.06938311697752839
0.010916426906825068,2.3972534885829684,0.1825403328539071,2.838145232805513,0.19122231102450063,3.1449925468970563,0.03766485388077302,0.09345711527004613
0.011055037405439358,3.27380438167575,0.29108534352599275,4.2941106632722255,0.28479477131990144,4.512426851915599,0.05150751397315994,0.10395761313786642
0.012442386643079131,2.2940532316419495,0.36239864888954115,2.941131455301476,0.34194688742033297,3.1614300412622223,0.03035119952505419,0.05629431260862104
0.008449946250295192,2.1820449023420396,0.27485162584118383,2.789260797704826,0.2808932375764665,2.953308904186146,0.054286940725794264,0.06765380442961394
0.008355451171476645,1.5132035341648835,0.25422156219377606,1.9468783719143057,0.2689860464913016,2.097996007224354,0.04691986463664386,0.060872666679516525
0.011580581949665464,2.2182476660247072,0.11009340915397844,2.393195776066721,0.11742300477166494,2.994838436034616,0.024445866130265614,0.11538710716218861
0.013783575513048771,2.901413170137025,0.16387509003296524,3.0981288130936173,0.15309170390637197,3.393778581375669,0.04680405580980025,0.13884692497950754
0.00979133650418127,2.502375363445911,0.1558919787468281,2.8032625142558585,0.16186344063222508,3.1610474198397327,0.023138963800930022,0.07730405877274027
0.019107560850752717,2.281619575007804,0.3393359185273189,2.8156405530602022,0.34866994741987667,3.1637450493111867,0.03439649933737711,0.0970813356198973
0.008655031369723886,1.3349619254594498,0.20682048576946976,1.6924748722837903,0.21127120641836228,1.8231538127678772,0.025643551802843115,0.047104748163424755
0.007807479756995551,2.2197190191863037,0.25445908074803203,3.150666738812789,0.2601997420096896,3.425691735530489,0.046424040688337366,0.07616042819989974
0.009588961902135807,2.2488757808405087,0.2441809647742801,2.9907034008848954,0.24665759142793425,3.28296864694306,0.07275012129288712,0.11062838764450206
0.007279409074397433,1.510297783591632,0.1936973057210814,1.836821097646733,0.20273342965872596,1.9776727411918114,0.040507570451630864,0.07340952153368824
